id	genres	lang	danceability	energy	key	mode	valence	tempo	duration_ms	primary_genre
aiSeKXQequMIzbzW	SOUL,ELECTRONIC	EN	0.758	0.49	6.0	0.0	0.428	119.969	291580	ELECTRONIC
qAfjGjy9T8auYhgh	ELECTRONIC,DOWNTEMPO	EN	0.645	0.474	7.0	1.0	0.115	75.015	224575	ELECTRONIC
fPTRTrP7VOtIRLGt	ELECTRONIC	EN	0.794	0.629	9.0	0.0	0.064	107.008	97387	ELECTRONIC
5CziBCiNOQBp9QcD	LOUNGE,ELECTRONIC,DRUM AND BASS,ELECTRONIC	EN	0.362	0.67	10.0	0.0	0.413	75.79899999999998	365747	ELECTRONIC
OccbkGSoZxaFP70s	TRANCE,ELECTRONIC	EN	0.5820000000000001	0.958	0.0	1.0	0.954	148.939	192400	ELECTRONIC
JwnaQM4cxt8j5tq3	POST-HARDCORE,ELECTRONIC	EN	0.537	0.6659999999999999	8.0	1.0	0.546	189.936	246920	ELECTRONIC
Z55vpaeviMhFuca6	ELECTRONIC,HARDCORE,EXPERIMENTAL,EMO,POST-HARDCORE,TRANCECORE	EN	0.515	0.925	5.0	1.0	0.197	107.044	228986	ELECTRONIC
kzm9LdoSuYnsfSR1	TRANCE,VOCAL TRANCE,ELECTRONIC,TRANCE,VOCAL TRANCE,ELECTRONIC	EN	0.614	0.8170000000000001	7.0	1.0	0.644	135.01	212000	ELECTRONIC
GdWDExWYdUqrX4LQ	ELECTRONIC,RETRO ELECTRO,ELECTRO	EN	0.355	0.965	3.0	0.0	0.648	165.88299999999995	297387	ELECTRONIC
LavhulT8f7opEhaw	ELECTRONIC,CHILLWAVE	EN	0.629	0.823	1.0	1.0	0.397	169.96099999999996	223773	ELECTRONIC
hrerfKrmMJF3A2r0	ELECTRONIC	EN	0.685	0.464	5.0	1.0	0.219	99.998	538080	ELECTRONIC
X7sPH0TgmQPqLPov	INDIETRONICA,ELECTRONIC,ELECTRONICA	EN	0.769	0.5760000000000001	2.0	1.0	0.436	106.979	422853	ELECTRONIC
zzoFYDMlqU1X2zz1	FUNK,ELECTRONIC,SOUL,JAZZ	EN	0.217	0.326	3.0	0.0	0.0395	78.423	138223	ELECTRONIC
yt6eKD19rJFaWF2m	HOUSE,ELECTRONIC	EN	0.506	0.805	1.0	1.0	0.383	126.008	227074	ELECTRONIC
Ed3mfzO9F0W2EkCE	EXPERIMENTAL,ELECTRONIC	EN	0.62	0.878	9.0	1.0	0.5589999999999999	143.001	556507	ELECTRONIC
aJZVLKqoJgsUz5X6	DOWNTEMPO,ELECTRONIC,LOUNGE	EN	0.855	0.541	5.0	0.0	0.962	153.993	245358	ELECTRONIC
Tlm4LeDIEt6f4cAv	ELECTRONIC	EN	0.412	0.469	0.0	1.0	0.224	123.984	252204	ELECTRONIC
hDn8NQfZsLjyCQTm	ELECTRONIC,RAP	EN	0.804	0.7759999999999999	7.0	0.0	0.851	110.001	135273	ELECTRONIC
sl2BArDa9Fd7f2CF	ELECTRONIC,ELECTRO,HOUSE	EN	0.555	0.921	6.0	0.0	0.217	116.998	287253	ELECTRONIC
Kn8gS7HgP66xqgCS	HOUSE,ELECTRONIC,ELECTRO	EN	0.762	0.8440000000000001	8.0	1.0	0.75	125.043	276492	ELECTRONIC
UUNAX09mNdbCvWLj	ELECTRONIC	EN	0.47	0.813	5.0	1.0	0.304	91.995	226480	ELECTRONIC
b8Ym38M94n4ELW3m	ELECTRONIC	EN	0.475	0.6709999999999999	7.0	1.0	0.404	95.014	225227	ELECTRONIC
eYKjrqHXbD6eCSMP	ELECTRONIC,ELECTRONICA	EN	0.647	0.774	1.0	0.0	0.7240000000000001	100.667	314133	ELECTRONIC
1Yz6SFJjLv0TatYq	ELECTRONICA,INDIETRONICA	EN	0.417	0.614	10.0	0.0	0.447	169.986	388800	ELECTRONIC
CCvnjdkDVK85oDYr	ELECTRONIC	EN	0.7120000000000001	0.653	0.0	1.0	0.915	135.00799999999998	229267	ELECTRONIC
Wqf6pRoF6FLTgPsI	EXPERIMENTAL,AMBIENT,ELECTRONIC	EN	0.528	0.619	5.0	0.0	0.759	151.997	219474	ELECTRONIC
K7UxdtmKn5i8GCJn	AMBIENT,DUBSTEP,ELECTRONIC	EN	0.342	0.277	5.0	0.0	0.102	139.951	280811	ELECTRONIC
4EMqMtNXAdRqhywW	ELECTRONIC,SOUL	EN	0.346	0.429	8.0	1.0	0.0885	158.931	260867	ELECTRONIC
iZClPseRsdma84On	NEW WAVE,ELECTRONIC	EN	0.8540000000000001	0.502	9.0	0.0	0.918	120.53	215653	ELECTRONIC
hDw5BaauuicXr8p7	ELECTRONIC,EMO,EMOCORE,METALCORE,POST-HARDCORE,TRANCECORE	EN	0.431	0.867	5.0	0.0	0.31	135.08700000000002	227947	ELECTRONIC
bdaGSmV4KSzJOFMq	ELECTRONIC,BREAKBEAT	EN	0.374	0.96	6.0	1.0	0.5529999999999999	94.058	165600	ELECTRONIC
nH7HRifpQAmla8nY	DRUM AND BASS,LIQUID FUNK,DRUM AND BASS,LIQUID FUNK,ELECTRONIC	EN	0.488	0.8690000000000001	11.0	0.0	0.353	169.96900000000005	205200	ELECTRONIC
0GIVzSxKobe3OuKt	ELECTRONIC,EXPERIMENTAL	EN	0.34	0.555	5.0	0.0	0.134	76.572	369524	ELECTRONIC
b9QGFksYYJYtMcAz	ELECTRONIC,TRANCE	EN	0.695	0.8340000000000001	5.0	1.0	0.725	122.016	295798	ELECTRONIC
cB3Ybft1Cxd6krgf	ELECTRONIC	EN	0.6809999999999999	0.473	11.0	0.0	0.14	96.006	191400	ELECTRONIC
1gaJqlNph9e9RT4c	ELECTRONIC,ELECTRONICA	EN	0.653	0.7040000000000001	2.0	1.0	0.331	119.908	291347	ELECTRONIC
4LSgvQBBLSawRkaN	RAP,ELECTRONIC,EMO	EN	0.535	0.422	6.0	0.0	0.154	105.62	208079	ELECTRONIC
tlOsb1R2CHTbyPSp	ELECTRONIC	EN	0.585	0.928	0.0	1.0	0.452	115.028	244160	ELECTRONIC
gFdaGDAFkylEaGKs	ELECTRONIC,TECHNO,SOUNDTRACK	EN	0.5760000000000001	0.953	10.0	1.0	0.303	140.042	456480	ELECTRONIC
q1UGU2Z3PmfFnyRg	ELECTRONIC,EBM	EN	0.627	0.551	2.0	1.0	0.556	120.992	222149	ELECTRONIC
HBAdFFQjTWtYGrgQ	ELECTRONIC	EN	0.857	0.517	0.0	1.0	0.754	129.063	244973	ELECTRONIC
xiZ9GSRF6P5RTPt2	EBM,INDUSTRIAL,ELECTRONIC	EN	0.56	0.856	7.0	1.0	0.149	125.926	214307	ELECTRONIC
7pmlbcQzzSvtBkvN	ELECTRONIC,EDM	EN	0.478	0.987	4.0	0.0	0.0794	128.014	252373	ELECTRONIC
CfdM3YjL3hioijqu	AMBIENT,EXPERIMENTAL,ELECTRONIC	EN	0.296	0.6409999999999999	1.0	0.0	0.202	132.089	191053	ELECTRONIC
2AgonJWlmYAGKZk5	ELECTRONIC	EN	0.731	0.867	4.0	1.0	0.8959999999999999	120.016	141013	ELECTRONIC
8fat5Dyd5EgYRmRw	ELECTRONIC,EDM	EN	0.5539999999999999	0.909	9.0	1.0	0.917	79.616	210000	ELECTRONIC
OgoB6fwZKNSm7na8	INDUSTRIAL,POWER ELECTRONICS,NOISE,ELECTRO-INDUSTRIAL,INDUSTRIAL,POWER ELECTRONICS,NOISE	EN	0.529	0.959	1.0	1.0	0.206	134.941	152240	ELECTRONIC
7lfX9MQTRcbIDKUP	ELECTRONIC	EN	0.604	0.978	9.0	1.0	0.763	143.99200000000005	196360	ELECTRONIC
h1TWeQED8rs1Q1LG	AMBIENT,ELECTRONIC	EN	0.447	0.493	9.0	0.0	0.358	80.12	322640	ELECTRONIC
VailArCWSeZnBlCX	ELECTRONIC,NEW WAVE,ACID HOUSE,NEW WAVE,POST-PUNK	EN	0.711	0.954	0.0	1.0	0.897	124.982	284093	ELECTRONIC
nYBmAsB4cxp59PpH	ELECTRONIC,FUNK,ELECTRO,ELECTRONIC,FUNK	EN	0.903	0.621	2.0	0.0	0.392	105.019	203120	ELECTRONIC
W9jD12WdKc6w8Q55	ELECTRONIC	EN	0.467	0.954	0.0	0.0	0.061	122.004	352105	ELECTRONIC
OayKiQSj2pCOqXuU	DUBSTEP,ELECTRONICA	EN	0.314	0.94	11.0	1.0	0.194	173.915	234344	ELECTRONIC
R2l78832yEgwztuO	DOWNTEMPO,ELECTRONIC	EN	0.52	0.339	0.0	1.0	0.112	65.995	262260	ELECTRONIC
zf0kfTZfGCCLwUj4	ELECTRONIC	EN	0.792	0.394	4.0	0.0	0.3670000000000001	107.624	211133	ELECTRONIC
wwpYFMqT0Vw8hANo	ELECTRONIC,AMBIENT,LO-FI	EN	0.502	0.911	6.0	1.0	0.765	150.065	242737	ELECTRONIC
dYfxrXHZ2ihpeZvS	ELECTRONIC,DUB,ELECTRONIC	EN	0.7340000000000001	0.454	8.0	1.0	0.329	102.013	320973	ELECTRONIC
qIjniLgRvVFmDaNE	ELECTRONIC	EN	0.221	0.0495	5.0	1.0	0.136	71.60300000000002	149600	ELECTRONIC
YmqGDVY8S5HPPiKe	ELECTRONIC,HOUSE	EN	0.484	0.624	0.0	1.0	0.124	148.589	195093	ELECTRONIC
BH3jnAvsTLBbtIUy	EXPERIMENTAL,AMBIENT,ELECTRONIC	EN	0.353	0.47	5.0	1.0	0.191	99.925	253596	ELECTRONIC
ATYhDNIvbnZXWtXd	AMBIENT,EXPERIMENTAL,ELECTRONIC	EN	0.296	0.6409999999999999	1.0	0.0	0.202	132.089	191053	ELECTRONIC
fHD2cnQAqmblsPrX	DRUM AND BASS,DUBSTEP,ELECTRONIC,UK FUNKY	EN	0.8420000000000001	0.534	10.0	0.0	0.7609999999999999	119.976	243784	ELECTRONIC
XqNSufAhsobswfu2	DUBSTEP,ELECTRONIC,REGGAE	EN	0.5529999999999999	0.97	10.0	0.0	0.648	174.009	251173	ELECTRONIC
IrdwPKDuPRFdT62j	TRANCE,ELECTRONIC,VOCAL TRANCE	EN	0.68	0.604	5.0	1.0	0.936	168.03599999999997	222907	ELECTRONIC
bx84rlf3HTFHDI9S	ELECTRONIC	EN	0.4370000000000001	0.229	2.0	1.0	0.0754	147.911	343253	ELECTRONIC
mShEGKEViYOb0rMj	ELECTRONIC,ELECTRONIC	EN	0.644	0.728	9.0	0.0	0.607	132.488	235360	ELECTRONIC
4UV7Iah5GBde49H5	GLITCH,ELECTRONICA	EN	0.414	0.8959999999999999	1.0	1.0	0.498	159.054	204004	ELECTRONIC
62xS1EUPssB8HwnW	INDUSTRIAL,ELECTRONIC	EN	0.474	0.745	7.0	1.0	0.166	89.994	219600	ELECTRONIC
ZyJf1HJCUdb0QG7y	ELECTRONIC,HOUSE,GOSPEL	EN	0.773	0.728	8.0	1.0	0.482	119.97	203036	ELECTRONIC
IHYxyRgVrc5IvERE	ELECTRONIC,8-BIT,ELECTRONICA,ELECTRO,NEW RAVE,CHIPTUNE	EN	0.705	0.843	11.0	0.0	0.6890000000000001	121.029	175520	ELECTRONIC
0mK9IsrCcBkgwLun	DUBSTEP,ELECTRONIC	EN	0.716	0.972	7.0	1.0	0.5760000000000001	110.026	215253	ELECTRONIC
m940RhPDg9WOyQuG	TECHNO,ELECTRONIC,ELECTRONICA	EN	0.691	0.921	11.0	0.0	0.904	97.537	286013	ELECTRONIC
WPemarkULFvYg8WT	INDUSTRIAL,ELECTRONIC,ACID HOUSE,TECHNO,ELECTRONICA	EN	0.405	0.927	10.0	0.0	0.173	169.988	425800	ELECTRONIC
FmbyaB55QNAdg1L4	ELECTRONIC,HIP HOP,DANCEHALL	EN	0.8270000000000001	0.462	11.0	0.0	0.55	106.815	207040	ELECTRONIC
75c4R92LKutSgY4z	ELECTRONIC	EN	0.502	0.5539999999999999	11.0	0.0	0.258	84.84100000000002	233647	ELECTRONIC
GRKnowGLzlIjWhsO	ELECTRONIC	EN	0.448	0.708	8.0	0.0	0.286	167.982	288299	ELECTRONIC
L4saMQuQiEVSX4Yc	CHILLHOP,CHILLHOP,ELECTRONIC	EN	0.732	0.428	8.0	1.0	0.346	82.689	240811	ELECTRONIC
fXE4ifDLbuNS0id8	EXPERIMENTAL,AMBIENT,ELECTRONIC,AVANT-GARDE	EN	0.581	0.4320000000000001	2.0	0.0	0.0385	86.61200000000002	429387	ELECTRONIC
NVI0BKgyIOuM70da	HOUSE,ELECTRONIC,REMIX,VOCAL HOUSE	EN	0.752	0.629	1.0	0.0	0.76	131.99	383547	ELECTRONIC
VURVBtiMUfmKOqWZ	HOUSE,ELECTRONIC,ELECTRO HOUSE,HOUSE,ELECTRONIC	EN	0.802	0.7809999999999999	0.0	1.0	0.622	125.026	169920	ELECTRONIC
BnCtxhJYpUy9HiPT	ELECTRONIC,8-BIT,ELECTRO,ELECTRONICA,ELECTROCLASH	EN	0.769	0.8059999999999999	0.0	1.0	0.517	120.001	252267	ELECTRONIC
m8IPDwwQaeoLS6h1	ELECTRONIC,DEEP HOUSE	EN	0.87	0.5539999999999999	4.0	0.0	0.462	123.998	394573	ELECTRONIC
AIxyqrugPmkXByzz	EXPERIMENTAL,ELECTRONIC	EN	0.5	0.908	5.0	1.0	0.607	139.847	257093	ELECTRONIC
Q6A3j2YYtE8RcL7b	ELECTRONIC,POST-PUNK	EN	0.594	0.703	8.0	1.0	0.435	130.013	271520	ELECTRONIC
pqVQnPEEtdkCBf08	ELECTRONIC,EXPERIMENTAL,METALCORE,DJENT,PROGRESSIVE METALCORE	EN	0.544	0.99	5.0	0.0	0.282	128.03799999999998	215048	ELECTRONIC
86cy65acePN9zMPl	ELECTRO SWING,SWING,ELECTRONIC,FUNK,DOWNTEMPO	EN	0.754	0.755	10.0	0.0	0.438	96.941	244967	ELECTRONIC
arAmYEHgo1DnCdcK	POST-PUNK,NEW WAVE,ELECTRONIC	EN	0.315	0.8420000000000001	0.0	1.0	0.29	118.548	331440	ELECTRONIC
M7WDgVe36ucHqpcl	ELECTRONIC,EXPERIMENTAL,NEW RAVE,ELECTRO	EN	0.438	0.539	8.0	1.0	0.0757	166.649	192000	ELECTRONIC
O2DJRpLlPwWJ1BnU	ELECTRONIC,RAP	EN	0.7759999999999999	0.552	8.0	0.0	0.635	90.064	194667	ELECTRONIC
HV9XCpqtI3DnSD4Z	ELECTRONIC,MINIMAL,ELECTRO,ELECTRONIC,MINIMAL	EN	0.727	0.598	8.0	1.0	0.6829999999999999	97.037	197627	ELECTRONIC
3ipx8g9bvOSLdZVK	ELECTRONIC,ELECTRONIC,ELECTRO	EN	0.693	0.7959999999999999	0.0	1.0	0.6729999999999999	127.977	251893	ELECTRONIC
LAImbXseaDKWGBzL	ELECTRONIC,HOUSE	EN	0.607	0.726	1.0	1.0	0.318	127.989	228694	ELECTRONIC
QPN33zgtQQMiB836	ELECTRONIC	EN	0.297	0.885	9.0	1.0	0.273	168.817	378867	ELECTRONIC
8fqAv3f7iqXMoUDn	ELECTRONIC,HOUSE	EN	0.621	0.8640000000000001	6.0	1.0	0.914	127.981	179547	ELECTRONIC
sQ2T6XZVQdYMUL7P	ELECTRONIC	EN	0.292	0.5660000000000001	4.0	1.0	0.618	125.924	188973	ELECTRONIC
T6Bt1vSox4Z5PzZy	ELECTRO HOUSE,ELECTRONIC,HOUSE,ELECTRO,DUBSTEP,COMPLEXTRO	EN	0.54	0.8740000000000001	7.0	0.0	0.411	99.995	242213	ELECTRONIC
HJ8bE2CSPU0YJlnK	EXPERIMENTAL,POST-HARDCORE,ELECTRONIC	EN	0.486	0.5920000000000001	4.0	1.0	0.397	95.028	207665	ELECTRONIC
GBLhyyFqvCmIN5sR	ELECTRONIC,HIP HOP	EN	0.609	0.198	7.0	1.0	0.32	67.116	168429	ELECTRONIC
TEf3wQEIHRYF6E2e	DRUM AND BASS,ELECTRONIC	EN	0.421	0.8959999999999999	5.0	0.0	0.1689999999999999	174.065	304107	ELECTRONIC
psLdvZ9AUPJqxwrF	ELECTRONIC	EN	0.6940000000000001	0.773	6.0	0.0	0.8959999999999999	132.012	299000	ELECTRONIC
mQqP5kDQebF1OgvT	POST-HARDCORE,POST-HARDCORE,METALCORE,ELECTRONIC	EN	0.565	0.987	4.0	1.0	0.413	107.954	181427	ELECTRONIC
ZoUWqg2L5mDSxA4f	ELECTRONIC	EN	0.48	0.0404	2.0	0.0	0.28	130.77700000000002	221693	ELECTRONIC
sC0IwqNcgmtA3zt0	CHILLSTEP,LOUNGE,ELECTRONIC	EN	0.7440000000000001	0.443	2.0	0.0	0.351	103.294	243950	ELECTRONIC
RtHIjk6md3HQTdb5	ELECTRONIC,PROGRESSIVE HOUSE,NU DISCO	EN	0.742	0.6709999999999999	7.0	1.0	0.6609999999999999	113.01	407386	ELECTRONIC
gjfsUahwvBtuDa9T	NEW AGE,AMBIENT,ELECTRONIC,NEW AGE,AMBIENT	EN	0.5379999999999999	0.7879999999999999	5.0	0.0	0.457	100.005	353133	ELECTRONIC
VoTKGmX6CJ6VbAJ9	HOUSE,ELECTRONIC,TRANCE	EN	0.75	0.7020000000000001	4.0	0.0	0.353	99.931	222389	ELECTRONIC
v3MfU67L2fUxnRvA	ELECTRONIC,ELECTRONICA	EN	0.404	0.726	11.0	1.0	0.408	168.878	220013	ELECTRONIC
aA7sz1whyZs7k6Hf	POST-HARDCORE,METAL,ELECTRONIC,EXPERIMENTAL	EN	0.5479999999999999	0.976	1.0	1.0	0.45	140.102	203920	ELECTRONIC
N6ShI0sxkbJQU5ti	NEW WAVE,POST-PUNK,ELECTRONIC,NEW WAVE,POST-PUNK	EN	0.696	0.948	0.0	1.0	0.954	122.872	261787	ELECTRONIC
I8HWuyU0MKc3D5yk	ELECTRONIC	EN	0.3720000000000001	0.413	4.0	0.0	0.16	126.607	228535	ELECTRONIC
4EZLHYX3aUVxm9dh	ELECTRONIC	EN	0.733	0.799	4.0	0.0	0.5770000000000001	118.067	172791	ELECTRONIC
Pmetbu2VNIu5drGH	DOWNTEMPO,ELECTRONIC	EN	0.736	0.456	10.0	0.0	0.532	80.835	458760	ELECTRONIC
6bGyO0pip5cK53JN	ELECTRONIC	EN	0.384	0.825	4.0	0.0	0.351	174.979	242743	ELECTRONIC
YNViXcMGPvBZIQlI	ELECTRONIC,EXPERIMENTAL	EN	0.467	0.354	6.0	0.0	0.231	164.334	186200	ELECTRONIC
7doRHDMcQiJDhcwP	ELECTRONIC	EN	0.54	0.922	4.0	1.0	0.522	114.953	196405	ELECTRONIC
BJ2tA430oWZtyK5N	HOUSE,ELECTRONIC,DEEP HOUSE,TRANCE	EN	0.639	0.446	6.0	0.0	0.239	123.952	187554	ELECTRONIC
eMzHNeuY01eLCJ0u	ELECTRONIC	EN	0.458	0.8959999999999999	1.0	0.0	0.364	133.988	252557	ELECTRONIC
bsB8HxEpHhFdbZ5w	DRUM AND BASS,ELECTRONIC,DRUM AND BASS,ELECTRONIC	EN	0.291	0.923	6.0	0.0	0.201	174.03099999999995	275946	ELECTRONIC
kY9RyJ8RusA2VrTB	ELECTRONIC,NEW WAVE	EN	0.7170000000000001	0.715	0.0	1.0	0.966	133.298	265560	ELECTRONIC
2VCe6SKvfVWJ3F1A	HIP HOUSE,ELECTRONIC,RAP,HIP HOP	EN	0.701	0.915	4.0	0.0	0.698	127.101	194453	ELECTRONIC
vIFDXydyzLrTeCmg	ELECTRONIC,ELECTRONICA	EN	0.594	0.914	7.0	0.0	0.447	98.012	272173	ELECTRONIC
2SsX4ycdD5bjiUiE	ELECTRONIC	EN	0.6859999999999999	0.914	1.0	1.0	0.838	170.00099999999995	263693	ELECTRONIC
A1Wrlr0DH4rVbfhA	ELECTRONIC	EN	0.58	0.565	0.0	0.0	0.138	112.986	242253	ELECTRONIC
LGuvev6ad629cOrI	BAROQUE,METAL,ELECTRONIC,EXPERIMENTAL,BLACK METAL,OPERA	EN	0.46	0.906	1.0	1.0	0.44	74.987	115200	ELECTRONIC
hlXjzMEKTvozulON	MINIMAL,TECHNO,MINIMAL TECHNO,ELECTRONIC	EN	0.305	0.0962	2.0	1.0	0.0399	118.774	313132	ELECTRONIC
nacbTYy5gM9F6fFO	NEW AGE,AMBIENT,ELECTRONIC,NEW AGE,AMBIENT	EN	0.527	0.8240000000000001	1.0	0.0	0.326	92.492	231333	ELECTRONIC
kQ6gfjlYSsbY6vdx	ELECTRONIC,ELECTRONICA	EN	0.348	0.721	2.0	1.0	0.224	151.997	288333	ELECTRONIC
pVidfQyCntTCkBph	FOLK,ELECTRONIC	EN	0.847	0.386	9.0	0.0	0.178	104.001	188000	ELECTRONIC
otxEoLYYiZCHQY69	ELECTRONIC,BIG BEAT	EN	0.466	0.996	2.0	1.0	0.254	172.016	233707	ELECTRONIC
eVjb88sRWSVsK2sU	ELECTRONIC	EN	0.585	0.725	8.0	1.0	0.268	125.042	243533	ELECTRONIC
48LhJYoXhAVeJfmv	EXPERIMENTAL,ELECTRONIC	EN	0.291	0.12	9.0	0.0	0.0604	103.42	265640	ELECTRONIC
WZyPLGh0WyW7cKDP	ELECTRONIC,EXPERIMENTAL	EN	0.5720000000000001	0.68	4.0	1.0	0.723	134.07399999999998	253373	ELECTRONIC
jrBcy5byqemxYvjT	ELECTRONIC	EN	0.7509999999999999	0.531	4.0	0.0	0.501	90.214	71533	ELECTRONIC
quAlAddRKz8tnW74	HOUSE,ELECTRONIC,ELECTRO	EN	0.769	0.836	2.0	1.0	0.916	131.989	167493	ELECTRONIC
WnGHeEUToa6Nqobk	ELECTRONIC,EXPERIMENTAL,ELECTRONIC	EN	0.529	0.5670000000000001	2.0	1.0	0.431	149.362	174450	ELECTRONIC
JINDxTNQJbaZLbjx	DUBSTEP,BREAKBEAT,DUBSTEP,ELECTRONIC	EN	0.545	0.927	1.0	0.0	0.41	171.81599999999997	185400	ELECTRONIC
M3tfK7q9WpPgHrS9	ELECTRONIC	EN	0.504	0.458	5.0	0.0	0.416	118.161	176333	ELECTRONIC
k4RqKfTHS5oKH8xy	ELECTRONIC,ELECTRONIC,LO-FI	EN	0.677	0.472	4.0	0.0	0.329	119.907	241064	ELECTRONIC
oL2UxK15wPEU1M7Y	HOUSE,ELECTRONIC,DEEP HOUSE,FUTURE HOUSE	EN	0.81	0.968	11.0	0.0	0.56	125.984	316191	ELECTRONIC
28ZfxWAG6D12aIBA	ELECTRONIC,TURNTABLISM	EN	0.405	0.7929999999999999	7.0	0.0	0.938	104.036	274267	ELECTRONIC
K4VkJ4FAK13KrZH1	ELECTRONIC,CRUNK,ELECTRONICA,ELECTRONIC,ELECTRONICA	EN	0.472	0.743	8.0	1.0	0.237	83.01799999999999	187880	ELECTRONIC
tBVx1nfVjkqfVZuP	ELECTRONIC	EN	0.6629999999999999	0.978	10.0	1.0	0.6990000000000001	120.035	249933	ELECTRONIC
2DHjfjlp8jUKlEKy	ELECTRONIC,HOUSE	EN	0.5820000000000001	0.971	3.0	0.0	0.655	130.013	210120	ELECTRONIC
XBAcTTfiztjxLbhh	ELECTRONIC	EN	0.342	0.573	5.0	1.0	0.451	205.587	205912	ELECTRONIC
BBaha1obZecGL5TC	ELECTRONIC	EN	0.7340000000000001	0.637	4.0	0.0	0.648	169.977	202333	ELECTRONIC
vsDQG0cqtpYvEpAk	ELECTRONIC,SHOEGAZE,CHILLWAVE	EN	0.726	0.609	8.0	1.0	0.503	111.011	227386	ELECTRONIC
Mh2ZJ3D6PTaAIo0l	FOLK,ELECTRONIC,SINGER-SONGWRITER	EN	0.623	0.552	2.0	1.0	0.31	129.993	187320	ELECTRONIC
uX7W4pgeP2bbbC43	ELECTRONIC	EN	0.629	0.596	11.0	0.0	0.179	156.001	261891	ELECTRONIC
IcLjrUb4Ji88ipSq	ELECTRONIC,NEW BEAT,NEW BEAT,NEW WAVE,ELECTRONIC	EN	0.88	0.5710000000000001	10.0	0.0	0.36	114.445	349547	ELECTRONIC
