spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms,artist,song,album_name,lang,genres,tags
0zehDaqqfHz4zLWro5qUTh,50.0,2017,0.738,0.632,7.0,0.0,0.6970000000000001,0.48580297485004303,223792,Loyal,Light Up For You,Light up for You,en,"funk,rap,hip hop","indie,funk,rap,hip hop"
12XPa1Q3JzQchPjmRxPjXg,45.0,2014,0.674,0.585,11.0,0.0,0.6409999999999999,0.3795095161443045,263644,Crush,Sometimes,Crush on You,ko,"pop,pop","heavy metal,rnb,pop,korean,heavy metal,rnb,pop"
31Tp5iKrVUayn65qhg06nE,59.0,2012,0.332,0.284,1.0,1.0,0.311,0.5360781875892846,187720,Elvis Costello,She,In Motion Pictures,en,"soundtrack,singer-songwriter,rock","soundtrack,love,ballad,singer-songwriter,rock,male vocalists"
3h6IKpSF9SEHzFD8kwOEDa,10.0,2018,0.5760000000000001,0.4920000000000001,9.0,0.0,0.541,0.3019806260112061,232218,Bivolt,Olha pra Mim,Bivolt no Estúdio Showlivre (Ao Vivo),pt,rap,"rap,hip-hop,brazil"
5fm3E0gQE9fhUx3RoqxVDE,20.0,2014,0.632,0.5429999999999999,2.0,1.0,0.6,0.4940202467651696,271605,Liars,Vox Tuned D.E.D.,Mess,en,dark techno,"somafm,dark techno,bagel"
4CGoNahcgmwPdesr6f5Tng,43.0,1977,0.66,0.564,9.0,1.0,0.623,0.3173777186778261,293933,ABBA,The Name of the Game,The Album,en,"pop,disco","pop,70s,abba,swedish,disco"
1YnhmaHKpNEroXiGqc3BLT,43.0,2016,0.5920000000000001,0.512,10.0,0.0,0.564,0.3540013915019576,250358,Isaiah Rashad,Brenda,The Sun's Tirade,en,"rap,hip hop","hip-hop,rap,underground hip-hop,hip hop"
0ZfZaT7NByalxa6bct5G67,43.0,2005,0.711,0.609,0.0,1.0,0.674,0.4863340510409505,224733,The Human League,(Keep Feeling) Fascination - Remastered,The Very Best Of The Human League,en,"new wave,synthpop,electronic","new wave,synthpop,80s,electronic,synth pop"
0ZfZaT7NByalxa6bct5G67,43.0,2005,0.711,0.609,0.0,1.0,0.674,0.4863340510409505,224733,The Human League,(Keep Feeling) Fascination,The Very Best Of The Human League,en,"new wave,pop,synthpop","80s,new wave,pop,synthpop,synth pop"
6KyXDQITY6sIDI6okAEo94,21.0,2016,0.682,0.59,2.0,1.0,0.65,0.6178062848132794,183636,Yumi Zouma,Better When I'm By Your Side,Yoncalla,en,"indie pop,synthpop,dream pop,pop","indie pop,synthpop,dream pop,pop,new zealand,female vocalists"
6wpPZtF0Lmld21izirIiah,42.0,2017,0.657,0.5670000000000001,3.0,1.0,0.626,0.6995837844736374,116000,BRENNAN SAVAGE,Waste Of Time,Badlands,en,"rap,emo","rap,hip-hop,emo,post-nerdcore"
1NjO5wvoY6TKhbHyNFFx7M,37.0,2013,0.723,0.617,11.0,1.0,0.677,0.4117528396108735,286973,James Blunt,Postcards,Moon Landing,en,"pop,focus,pop,singer-songwriter","pop,driving,focus,goodmood,pop,singer-songwriter,acoustic"
22REa68clXZ6TEJdFx2HIS,45.0,2016,0.463,0.399,3.0,1.0,0.441,0.3672659456655537,198323,Tiago Iorc,Um Dia Após o Outro,Troco Likes Ao Vivo,pt,mpb,"alternative,brazilian,mpb"
36MoFIDN0D0Mvbo9kkjyhs,42.0,2014,0.764,0.665,9.0,1.0,0.727,0.4363264348320111,220975,Jorge Drexler,La Luna de Rasquí,Bailar en la cueva,es,"singer-songwriter,cantautor,latin","singer-songwriter,uruguay,latin grammy nominated,cantautor,latin,spanish"
3oLc72Me889FyGkDhDiaYJ,56.0,2018,0.489,0.425,1.0,0.0,0.466,0.7671827848976752,189216,MC Livinho,Parem de Transar,Parem de Transar,pt,funk,"funk,gostoso,funk erudito"
3qtnoiqwumXLxaC2kdJ3Qo,33.0,1997,0.7909999999999999,0.674,0.0,1.0,0.7440000000000001,0.5147651531681371,209800,Faith No More,She Loves Me Not,Album of the Year,en,"alternative rock,rock,alternative metal","alternative rock,90s,rock,mike patton,alternative metal,alternative"
1WyFWVekqqcboBuFAaBREz,34.0,2018,0.5720000000000001,0.494,7.0,1.0,0.535,0.4035026327381712,287512,Daughters,Less Sex,You Won't Get What You Want,en,"noise rock,industrial,mathcore,grindcore","noise rock,industrial,mathcore,grindcore,noisecore"
48LwbDH7u5UMrsY3sjfjhe,61.0,2016,0.732,0.629,0.0,1.0,0.6829999999999999,0.3775169512109772,172751,Jon Bellion,Overwhelming,The Human Condition,en,"hip hop,electronic,experimental","hip-hop,indie,hip hop,electronic,experimental"
7KYuY688xDp9x7szFpCMa9,40.0,2017,0.753,0.653,5.0,1.0,0.706,0.47676232899552495,235560,Criolo,Nas Águas,Espiral de Ilusão,pt,samba,samba
4MlfMyLq5REr81WoHM6y0N,49.0,2008,0.8740000000000001,0.753,10.0,0.0,0.816,0.5189602433893364,225933,Natasja,Calabria 2008,Shooting Star,en,world,"00s,world,laptop,natasja,danish reggae-rock"
42itRd5WoYb42RSYOloJvD,25.0,2009,0.604,0.526,5.0,0.0,0.5760000000000001,0.3643100332231385,147333,Imogen Heap,Aha!,Ellipse,en,"ambient,electronic,electronic","ambient,female vocalists,electronic,indie,female vocalists,electronic,indie"
4PaV21Q4jkSvfQ5iAcFJef,49.0,2019,0.916,0.7929999999999999,5.0,0.0,0.875,0.5143658168075322,192378,MAMAMOO,Waggy,White Wind,ko,k-pop,k-pop
2EsBCpGIwi0GqhaFmNOPIS,43.0,2008,0.773,0.67,1.0,1.0,0.7240000000000001,0.3899210796079093,197680,Q-Tip,Gettin' Up,The Renaissance,en,hip hop,"hip-hop,hip hop"
7vPd1EHjkZGXdHVwf9fXVd,31.0,1993,0.7879999999999999,0.685,7.0,1.0,0.753,0.4814555604500562,373160,Shalamar,Make That Move,The 12 Inch Collection,en,"disco,soul,funk,disco,soul","disco,soul,funk,dance,disco,soul,80s"
0l3795cAVGOHNdHvooZ25S,47.0,2006,0.928,0.8059999999999999,7.0,0.0,0.887,0.5352424630408023,363507,Gigi D'Agostino,Another Way,L'Amour Toujours,en,"eurodance,electronic","dance,eurodance,electronic"
4k3HBeh98WWN2ybGHC0WQI,44.0,2013,0.8640000000000001,0.7340000000000001,6.0,0.0,0.807,0.5438137857498672,164615,Valesca Popozuda,Beijinho no Ombro,Beijinho no Ombro,pt,funk,"hino,funk,diva,rala sua mandada"
2Xk86EDJZNP1zR56xGiQvg,17.0,2016,0.863,0.7440000000000001,4.0,0.0,0.804,0.49415198659547227,134628,Kéfera,Eu sou fadona,É Fada - O Filme,pt,soundtrack,"brasil,soundtrack,baile funk,filme,youtube"
5F4SvW0GTQVlTUMstJEOyG,31.0,2002,0.769,0.6729999999999999,1.0,0.0,0.731,0.5145181409863196,236987,Jorge Vercillo,Que Nem Maré,Elo,pt,mpb,mpb
6Yx181fZzA0YE2EkUsYruq,76.0,2019,0.693,0.604,11.0,1.0,0.6509999999999999,0.308822863447549,179930,Why Don't We,BIG PLANS,Big Plans,en,pop,pop
5Qawpf7n2qDIcTaBDK67Sb,31.0,1981,0.401,0.351,0.0,1.0,0.38,0.6592960976192143,292280,ABBA,Cassandra,The Visitors (Deluxe Edition),en,pop,"pop,80s,abba"
4tvV5DsE34n0NPp6lIkk04,30.0,1986,0.355,0.307,9.0,1.0,0.34,0.5298987661741518,218733,The Flaming Lips,With You,Hear It Is,en,"alternative rock,psychedelic rock,rock,indie rock,experimental rock","alternative rock,psychedelic rock,rock,psychedelic,indie rock,experimental rock"
0M3TWI1abiamsiKtVlEFVo,25.0,2018,0.616,0.532,8.0,0.0,0.574,0.4448607057138035,278333,My Indigo,Crash and Burn,My Indigo,en,"pop,indie pop,alternative pop,experimental pop","pop,indie,indie pop,alternative pop,experimental pop,brass"
1f9mUCRfDWwHoHXk7bbKWB,11.0,2015,0.503,0.4270000000000001,11.0,1.0,0.469,0.4840985907955027,207533,Gong,Love Is How You Make It,Radio Gnome Invisible Trilogy,en,"psychedelic rock,progressive rock","psychedelic rock,psychedelic,progressive rock"
5qWjm5sWkn9GL5WtrJNtIt,26.0,2016,0.594,0.513,7.0,0.0,0.569,0.5759953561709819,204893,Yoko Ono,Soul Got Out Of The Box,"Yes, I'm A Witch Too",en,"pop,alternative pop","avantgarde pop,post-revolutionary pop song,pop,alternative pop"
4ze2R3Zh4JWAtiHfkLVCS8,35.0,2014,0.721,0.612,11.0,0.0,0.68,0.47366644298341315,254360,The 2 Bears,Not This Time,The Night Is Young,en,pop rock,"british,party,duo,pop rock"
2JITVZu8o6ls9k8SoMRy7w,42.0,2003,0.53,0.454,7.0,0.0,0.4920000000000001,0.5596760846922434,449773,Wayne Shorter,Footprints,Adam's Apple (Rudy Van Gelder Edition),en,"jazz,bebop,cool jazz","jazz,saxophone,bebop,cool jazz"
15KUDgDxvkghmtB6FxI7Dt,41.0,2012,0.665,0.5710000000000001,0.0,1.0,0.636,0.4282779545744598,199907,The Lighthouse and the Whaler,Venice,This Is an Adventure,en,indie folk,"happiness,indie folk,recs i like"
2v3qNxVzduFv8RmBKDoGi8,39.0,2014,0.623,0.5329999999999999,9.0,1.0,0.578,0.4284138112744594,311187,Devin Townsend,Daddy,Casualties of Cool,en,progressive rock,"progressive rock,father"
0QmUyqUZT7YtWTVP8MdymK,23.0,2010,0.584,0.504,0.0,1.0,0.56,0.6177115968102491,201893,Villagers,Becoming a Jackal,Becoming A Jackal,en,indie rock,"indie rock,irish,imagine if ireland wasnt fucking epic at music,loved"
5mY2weaQWwjWjC8r0WXtG1,31.0,2012,0.688,0.5870000000000001,9.0,1.0,0.638,0.5690872488194876,218467,La Sera,Love That's Gone,Sees the Light,en,"indie rock,lo-fi,dream pop","indie,indie rock,lo-fi,dream pop,alternative folk"
0Do59HJNKcUliLc888Y2eT,49.0,2015,0.752,0.638,0.0,1.0,0.6990000000000001,0.5517017080892372,282500,Jon Bellion,Woodstock (Psychedelic Fiction),Woodstock (Psychedelic Fiction),en,"hip hop,electronic,experimental","hip-hop,hip hop,electronic,experimental,american"
7eGKgpVkNraiJtJHL4CC1n,37.0,2015,0.616,0.541,10.0,1.0,0.585,0.6753230713494686,409120,Battles,The Yabba,La Di Da Di,INTRUMENTAL,"math rock,rock","math rock,rock,groovy,banned"
2wRDSWplTOhbsG4Tr5YHA6,25.0,2003,0.597,0.506,4.0,0.0,0.555,0.46964837815918287,270613,Ana Carolina,Hoje Eu Tô Sozinha,Estampado,pt,mpb,"female vocalists,best,mpb,brazilian,ana carolina"
3i4rv1Ho4V2bprpiG2BFQk,17.0,2005,0.743,0.632,5.0,0.0,0.6890000000000001,0.44137783395017766,294107,Out Hud,How Long,Let Us Never Speak of It Again,en,"electronic,electronic","female vocalists,cybreaks,baron von redberry,electronic,scatter funk,electronic,indie,dance"
1eeQoBQzElzDNVcNm5h0uY,29.0,2001,0.8220000000000001,0.701,6.0,0.0,0.7829999999999999,0.41172402152299475,243800,India.Arie,Part Of My Life,Acoustic Soul,en,soul,"neo-soul,soul,female vocalists,india arie"
6psdUDK8ojdMj563fniLfm,31.0,2007,0.861,0.7290000000000001,2.0,1.0,0.812,0.509676702222698,205480,Timbaland,Release,Shock Value,en,hip hop,"dance,hip-hop,rnb,hip hop"
1oezuvjM6KkQvN8YrwIDYD,27.0,2014,0.6970000000000001,0.601,2.0,1.0,0.669,0.6099183624739094,236820,Prince,U Know,ART OFFICIAL AGE,en,"funk,soul","funk,soul,prince,american,best songs of 2014,eclectonia"
2drbAkZsG7PSe1eVT5kRvy,58.0,2019,0.404,0.343,7.0,1.0,0.383,0.5974895328587955,203437,Freddie Mercury,Time,Time Waits For No One,en,"classic rock,rock,rock,classic rock","classic rock,rock,freddie mercury,queen,rock,classic rock,queen"
2Uwjr7EnHRXMgmL9SmX1Gj,47.0,1993,0.59,0.517,9.0,1.0,0.5660000000000001,0.33298477169899093,219400,Counting Crows,Omaha,August And Everything After,en,"rock,alternative rock","rock,alternative rock,alternative,90s,counting crows"
3Nfe95AtAHMoEc7u3RQiZ3,18.0,2010,0.7140000000000001,0.628,9.0,1.0,0.68,0.3582252998110357,214000,Garth Brooks,Rodeo,The Ultimate Tribute To Garth Brooks,en,country,"country,rodeo"
3ZiU5siL7ZMYpakEg6X9Q9,30.0,2001,0.748,0.6509999999999999,1.0,0.0,0.698,0.5022457524196902,227173,Kylie Minogue,Fragile,Fever,en,pop,"pop,chillout,dance,soft"
01ExVZv48VXJC1dejt3onu,28.0,2018,0.767,0.664,10.0,0.0,0.738,0.5933479619436566,217313,Joan as Police Woman,Tell Me,Damned Devotion,en,singer-songwriter,"fip,female vocalists,singer-songwriter,fip"
4RY96Asd9IefaL3X4LOLZ8,68.0,2003,0.865,0.73,6.0,0.0,0.8079999999999999,0.3709134922170578,193467,50 Cent,In Da Club,Get Rich Or Die Tryin',en,"rap,hip hop","hip-hop,rap,hip hop,gangsta rap,50 cent"
4AdijH2pCe4HGmiy5JRW0W,17.0,2010,0.5589999999999999,0.4920000000000001,4.0,1.0,0.5329999999999999,0.5108994125226942,202347,Sleep Party People,Our Falling Snow,Sleep Party People,en,"dream pop,post-rock","dream pop,post-rock,bunnycore"
631DiSF9mT6zlrJzzIaE6y,43.0,2017,0.8009999999999999,0.677,1.0,0.0,0.755,0.5354730077438318,210907,Josman,High Life,000$,fr,rap,"rap,hip-hop,rap francais"
02ZhN6Fn0bqMcOEOxONeZw,32.0,2017,0.745,0.654,11.0,0.0,0.715,0.41199573492299396,214893,Rincon Sapiência,Crime Bárbaro,Galanga Livre,pt,rap,"rap,2017,rap nacional,brazilian"
7yEp8rprN0RSiYWHhfMwAX,34.0,2019,0.764,0.645,9.0,1.0,0.7190000000000001,0.49807948028636945,229172,Methyl Ethel,Trip the Mains,Triage,en,"indie rock,dream pop","australian,2019,2019 releases,psychedelic,indie rock,dream pop"
4kEC1SCVFZkAccbN3NyjQz,50.0,1996,0.546,0.461,7.0,1.0,0.507,0.4756713585258313,278067,Los Tres,He Barrido el Sol,Los Tres MTV Unplugged,es,"rock,rock en espanol","rock chileno,rock,rock en espanol,chileno"
3nFmJyWPkhZuweqj1WkTCm,40.0,2015,0.721,0.635,9.0,0.0,0.6829999999999999,0.32522035545052963,205200,Blur,Ice Cream Man,The Magic Whip,en,"alternative rock,indie rock","fip,alternative rock,indie rock"
0oR9XRneKUIefSfy5y0IJ8,38.0,2016,0.7490000000000001,0.631,1.0,1.0,0.7,0.43227955191990214,306040,PHILLIPI & RODRIGO,GUETO DE GENT,Karma / Gueto de Gent,en,"electronic,experimental","indie,electronic,alternative,experimental,brazil"
5QnM8r0kqFdM84k18aFE2V,54.0,2004,0.632,0.5329999999999999,5.0,0.0,0.595,0.37078175238675515,235800,Akon,Lonely,Trouble,en,"hip hop,rap","hip-hop,akon,rnb,hip hop,rap"
0WdR2AyLW1Drd3OUdwezM0,69.0,2018,0.71,0.614,10.0,0.0,0.6579999999999999,0.6099224793436064,172107,Ariana Grande,everytime,Sweetener,en,pop,"pop,rnb,female vocalists,bop"
1wxjIhZIcFq3Rrk0zsxHp8,55.0,2018,0.82,0.723,10.0,0.0,0.785,0.3951700884715298,201227,Ozuna,Aunque Me Porte Mal,Aura,es,reggaeton,"reggaeton,puerto rico"
3KnjerEPMolLapVo2wdgz6,47.0,2004,0.892,0.764,10.0,0.0,0.856,0.4734976513258379,196307,Lindsay Lohan,Speak,Speak,en,"pop,rock","pop,lindsay lohan,female vocalists,dance,rock"
7yohQ1jiTBQ2fTjAfwdKbO,21.0,2010,0.856,0.754,4.0,1.0,0.809,0.5350119183377727,108947,Gepe,Amigos Vecinos,Audiovisión,es,pop,"pop,piano,vocal,beautiful,chile,me gusta"
2eLPcyGhaTXQBwby9Ey8lG,54.0,2019,0.623,0.526,7.0,1.0,0.5770000000000001,0.6584727236798228,184862,Gnash,t-shirt,we,en,"pop,rock,grunge","pop,rock,grunge,american,grunge rock,gnash"
00imNkbFQ80KseGnzas0yU,16.0,2014,0.609,0.526,6.0,0.0,0.5870000000000001,0.3746227918140163,108013,You Me at Six,Be Who You Are,Cavalier Youth,en,pop punk,pop punk
444P4wvSDa0SD5HE4YGx9B,56.0,2014,0.934,0.7979999999999999,0.0,1.0,0.895,0.4946912965257737,201933,Pharrell Williams,Come Get It Bae,G I R L,en,"funk,pop","funk,pop,fip,miley cyrus"
5wDrhYr5AS3VRgAJw7IN4V,34.0,2015,0.535,0.452,0.0,1.0,0.495,0.43644582405322285,231413,Car Seat Headrest,Oh! Starving,Teens of Style,en,"power pop,lo-fi,indie rock","indie,power pop,lo-fi,indie rock,13 reasons why"
2OzaiZH83Eczz4lXD47Ysf,35.0,2018,0.792,0.672,11.0,0.0,0.731,0.5434391506074441,196920,Belanova,Polaroid,Polaroid,es,"electropop,pop,electronic","electropop,pop,mexican,electronic,spanish"
4d0vE1xdSwNlOXsZOJXjJv,26.0,2017,0.8170000000000001,0.711,1.0,1.0,0.789,0.4940531817227453,264612,Laurel Halo,Moontalk,Dust,en,"electronic,experimental,abstract","electronic,experimental,abstract,sun and moon and stars and outer space,sun and moon and stars and outer"
5z6yJKZouVBgrCxpWggyiw,18.0,1970,0.501,0.44,0.0,1.0,0.483,0.6038747977587761,168827,Jethro Tull,Alive and Well and Living In,Benefit,en,"progressive rock,classic rock","progressive rock,70s,classic rock"
4pbQqdxHDI1oJpKxEfHxvq,48.0,2006,0.6779999999999999,0.585,9.0,0.0,0.627,0.34564826288683137,230107,Alaine,Deeper,Strictly The Best Vol. 36,en,"lovers rock,reggae,dancehall","lovers rock,reggae,alaine,dancehall"
5ibzGJgUhqJId3IMgzhufM,29.0,1972,0.589,0.504,10.0,1.0,0.5429999999999999,0.34670629839894945,80773,Paul Simon,Hobo's Blues,Paul Simon,INTRUMENTAL,"violin,jazz","instrumental,violin,jazz"
56XIgOY2j7nL5xUtuKXACL,54.0,2018,0.636,0.5489999999999999,1.0,1.0,0.588,0.6911153835069969,265642,Burna Boy,Calm Down,Outside,en,"nigerian hip hop,rap","nigeria,african hip hop,nigerian hip hop,african heat,rap,africa"
4RB3bUNQugfmInfNAO1Cqa,3.0,2016,0.8079999999999999,0.7090000000000001,9.0,0.0,0.757,0.5640317328316241,185410,El Guincho,Pelo Rapado,Hiperasia,es,"experimental,electronic","experimental,2016,electronic,spanish,tropicalia,psychedelic"
7GyAUIErrNbkVBSxx3gq1h,22.0,2012,0.71,0.624,0.0,1.0,0.685,0.5387129841953372,175647,Chelsea Wolfe,Sunstorm,Unknown Rooms: A Collection of Acoustic Songs,en,"folk,singer-songwriter,indie folk","folk,acoustic,singer-songwriter,indie,indie folk"
5YRzxz5G4vtaj0jOuGaMp8,45.0,1986,0.706,0.623,0.0,1.0,0.6679999999999999,0.5145181409863196,259360,Paul Simon,Love,Graceland (25th Anniversary Deluxe Edition),en,"folk,rock","love,mellow,folk,rock,beautiful"
4WYFQLVqla6tpYtKsSqcgu,43.0,1989,0.669,0.583,1.0,0.0,0.647,0.47157919004705584,164867,Tommy James,Draggin' The Line,Tommy James And The Shondells: Anthology,en,"classic rock,rock","70s,classic rock,oldies,rock"
4WYFQLVqla6tpYtKsSqcgu,43.0,1989,0.669,0.583,1.0,0.0,0.647,0.47157919004705584,164867,Tommy James & The Shondells,Draggin' the Line,Tommy James And The Shondells: Anthology,en,rock,"70s,oldies,rock"
7LMoUgLV9KvMcUMzAsB5yJ,29.0,1992,0.74,0.6459999999999999,1.0,0.0,0.6890000000000001,0.4154744898169228,221160,I-Roy,Sidewalk Killer,Don't Check Me With No Lightweight Stuff,en,reggae,"reggae,dj"
6LWS6iYUZKYHNl2VwNytpo,51.0,2016,0.7190000000000001,0.614,9.0,0.0,0.69,0.3951700884715298,201293,Zayn,rEaR vIeW,Mind Of Mine (Deluxe Edition),en,"pop,electropop","pop,electropop,2016,love at first listen"
2Yfo6l7z6Lu6ssyaRCw9VS,30.0,1984,0.65,0.547,9.0,0.0,0.602,0.48761851438640114,314533,Skinny Puppy,Smothered Hope,Remission,en,"industrial,electronic,ebm,experimental","industrial,electronic,ebm,experimental"
38casNXY2G39SZRUjALtcY,37.0,2011,0.818,0.71,10.0,1.0,0.7909999999999999,0.6009394696648456,216547,Britney Spears,How I Roll,Femme Fatale (Deluxe Version),en,"pop,electronic,electropop","pop,electronic,kick,electropop,bloodshy and avant,idm"
3Gda1sTo2ZjbztjjsnAsP3,57.0,2017,0.603,0.509,1.0,1.0,0.5720000000000001,0.5623314656467808,165330,Perfume Genius,Slip Away,No Shape,en,art pop,"indie,art pop,somafm,bagel,best of 2017"
5a1vzByRctmMAJIU1g33vq,27.0,1983,0.625,0.537,5.0,0.0,0.5760000000000001,0.5174493522105532,270467,R.E.M.,Pilgrimage,Murmur,en,"rock,alternative rock,jangle pop","alternative,80s,rock,alternative rock,jangle pop"
21pCToQdqcPi879auxjxKe,48.0,2014,0.5720000000000001,0.503,6.0,0.0,0.5529999999999999,0.42492270577143965,262840,Justin Bieber,Heartbreaker,Journals,en,pop,"pop,&lt;3,omg"
2HWYF9SiM633ACHjiP68hr,16.0,2004,0.552,0.463,9.0,1.0,0.515,0.31146589379299555,320800,John Frusciante,Loss,The Will To Death,en,"rock,singer-songwriter","john frusciante,rock,singer-songwriter,guitar"
0KF9s5HhXY9om1zpyo6Uox,47.0,2006,0.718,0.616,7.0,1.0,0.6609999999999999,0.4940902335500179,188106,Jorge Drexler,La vida es mas compleja de lo que parece,12 segundos de oscuridad,es,"singer-songwriter,trova","singer-songwriter,sad,world music,pink,trova,adult contemporary"
0P0GYCO7ixjOt32KtzLnS8,13.0,2016,0.607,0.537,3.0,1.0,0.575,0.41577913817449763,173375,Raça,Simpatizo,Saboroso,pt,"emo,post-hardcore","emo,post-hardcore,lindos"
