id	tags
02S1suSkE5dLFuQh	techno,electronic,techno,electronic,house
02Ttc68td3DKnlmw	synthpop,electronic,indie,2016,dreamy
02UCYtEhGjU61JpW	poptron,dream pop,shoegaze,indie
02ZVmbFaT6O2jzvP	instrumental,easy listening,melodic,love is blue,instrumental,easy listening,orchestral
02ZnlCGZEbkfCDxo	pop,laura pausini,italian pop,italian,female vocalists,pop rock
02aVw14JYYKIQPjB	pop,female vocalists,rock,natalie imbruglia,australian
02cqDSNdfTyOD1AI	country,rascal flatts,contemporary country,my wish,country,country pop,rascal flatts
02dc1Q6fV1ByAouz	brasil,70s,mpb,cover,samba,paulinho da viola
02hzaGar7vnWY4fJ	indie,chillout,electronic,baltimore,2010,10s
02io0Qj0jV8AFKAF	soul,female vocalists,shirley brown,classic soul
02kJNQnTgvS2rS7d	israeli,rock,female vocalists,alternative rock
02nj8E8TzgIiOkiW	romantic,70s,pop,ballad,dan hill,soft rock
02qUw5OPfkNQ3fm4	alternative rock,alternative,rock,beautiful,muse
02tlc7d6RtnNVG3P	synthpop,indietronica,indie pop,dream pop,twee pop,hypnagogic pop
02uQlK780Tu47T5Q	80s,electronic,new wave,synthpop
02vi0nu34pnQBFi6	pop,sexy,hot,dance
031W8ollPLnlC7mE	pop,rock,80s,90s,roxette
034NPLNuPE5imC79	italian,pop,rock,italian pop
035ncL0cjsGJjdlA	progressive rock,rock,classic rock,70s,supertramp,pop
038kN6re1prxGxWC	viking metal,folk metal
0396S8l04hSNqgvk	pop,this song should be a single,cry,masterpiece
03HNWu7ijqITTmhS	death metal,blackened death metal,melodic death metal,swedish,black metal
03LZ9iRhQ7uFg5le	britpop,rock,british,2010s,2017,2017 single
03LtQbTmxkIPDSau	pop,love,female vocalists,love at first listen
03Oc9WeMEmyLLQbj	rock,pop,female vocalists,shakira,sexy,singer-songwriter
03PbpZwYbPjAUBqB	house,jazz
03QgQw5LI8x5RTQK	hip-hop,rap,underground hip-hop,hip hop
03SofeSkL5pqrzzo	pop punk,poppunk,post-hardcore
03ZQb2ctptlPqj4K	spanish,female vocalists,pop,monica naranjo- sola
03dA0mAJj48nT2ab	korean,indie,k-indie,jazz,korean,indie,k-indie
03gnYayYn8Pp0OAC	northern soul,soul,motown
03hJ2yGcoH3wqxP4	rnb,2018,soul,hip-hop,alternative rnb
03ouHBQJK0nNWXUQ	cuba,hip hop
03v7PvCepe2N5A6V	rock,joni mitchell,james taylor,don henley,vinnie colaiuta,puppy
04De6xuVrG7a4Btw	80s,pop,pop,80s,rock
04FGELz6IwgzTFKA	irish,pop,soundtrack,2018 single,singer-songwriter,indie,irish
04JRErOFeFlp2r9E	ambient folk
04K5rnl1mJjTaio1	pop,hip-hop,disco,r&amp;b
04KHUHlgU8Pg1MAu	britpop,rock,fun,pop,catchy,happy
04KIChLwxgxSGbkD	jazz,saxophone,bebop,john coltrane,jazz,free jazz,saxophone
04La8lPgQyShB5dr	blues,soul,female vocalists,jazz,50s,fip
04OjszRi9rC5BlHC	indie,mellow,experimental,folk,lo-fi,dreamy
04Q618WBtwDztix8	swedish,rap,hip-hop,hip hop,indie,female vocalists
04SlsdFaQIDnfvr9	jazz,jazz fusion,fip,fusion,weather report
04TPzuBAKQbFsybr	bjm radio,90s,shoegaze
04VQcD5F6IvrHdYv	80s,1986,indie pop,australian,80s
04argIsiFAhp9MdK	folk,female vocalists,sweden
04deZCVGi5AOgYIS	rock,alternative,punk rock,emo,punk,alternative rock
04elyRT3sHC2gYJK	synthpop,electropop,electronic
04hRFEZYqKydzBBi	folk,acoustic,female vocalists,singer-songwriter,british
04i2mYvUTLAAPOWc	electronic,experimental,witch house,dream pop,ethereal
04iQE4VyxOcloEVY	alternative,electronic,experimental,female vocalists,icelandic
04iitW3ffa0mhpx3	rnb,ne-yo,pop,r&amp;b
04k3rCH5GDaZmhj0	darkwave,synthpop,minimal wave,minimal synth,coldwave,french
04nczi4NwZVLrqHX	dance,ballad,k-pop,kpop,pop,korean
04q3VppIQEET5rzy	trance,dance,trance,vocal trance,electronic
04xUDjAYC14jsHyH	punk,sad,5 stars,emo,punk,punk rock,emo
04xnUkMuWlj5eDgn	downtempo
04zfuN5RyJWYXDRH	pop,portuguese,10s,portuguese pop,best of 2017,2010s
0506rdPHUIeypgCP	2018 releases,synthpop,canada,pop,canada,synthpop,pop
052Kz3ZAzDZv1q1N	hardcore,melodic hardcore,best of 2011
053TqfoRuva4bHoj	alternative rock,rock,alternative,indie,incubus
059KAuaPf20vTwoR	progressive rock,classic rock
059XHCE9DRtxPmRD	mpb,samba
05CDlw5x1u6DiCU4	rock,alternative rock,summer,lenny kravitz
05EPdUWvKgjEsb7G	2018,folk,indie
05TEjmk7zERb9ifk	rock,comedy,2018,hard rock,alternative rock,alternative
05TdCap8Gk4jFhSQ	alternative,indie,indie pop,rock
05UIyptPzMsGBJUu	hard rock,funk metal,rock,funk
05UNBlb2uXPMkcN0	thrash metal,heavy metal,metal,speed metal
05XsL40AXmzjNMtr	80s,pop,new wave,1985
05YiBMImmBZ7ETrk	hard rock,rock,classic rock,scorpions,rock ballad
05dfzMdtNY6j9ru4	electronica,psychedelic,somafm
05eO5MtW4pezH5XU	shoegaze,indie,indie rock,post-punk,british,post-punk revival
05jXxX3fLknEmiqi	post-hardcore,screamo,metalcore,hardcore
05kPnJrEqt4aSFwt	80s,pop,cher,female vocalists,rock
05m78XTGJ0C81Fdw	gothic metal,female fronted metal,gothic,lacuna coil
05m8Scx2aFwkq6mV	indie,indie rock,alternative,rock,indie pop,indie,indie rock,alternative
05ogun9U0TYSNQDO	rap,hip hop,2018
05wN07o5FaCodFNW	soundtrack,score
061VAra6dcMmBNrv	synthwave,synthpop,electronic,retrowave
0632Mc6uw64xV8nF	pop punk,rock,punk rock,simple plan,generation
063UJy9rv6oq9Mqg	alternative rock,rock,alternative,30 seconds to mars
067ZDTJ63pkB5cbb	80s,rock,new wave,billy idol
069HWkkBEUhf5COD	cover,pop rock,mcfly,pop,pop rock,british,pop
069ypVgJl2FDc1F1	pop,male vocalists,american,austin mahone
06AGErQNQo09uQYU	poptron,dream pop,shoegaze,electronic,shoegaze,dream pop,electronic
06DtRAZohpZIYvDq	alternative rock,progressive rock,rock,alternative,a perfect circle,a perfect circle-2000-mer de noms
06Ea7ZmF5wNljc0O	soul,rhythm and blues,broken heart,vip favorate,revamp yourself
06HvNTU9M9lnH71I	jazz,easy listening,michael buble,swing
06L9OJ5nRqKnO2q9	sophisti-pop,smooth soul,fip,chill
06RbXqS3HIr791iJ	synthpop,darkwave,80s rare
06SC55N0G2GjCNuS	rock,70s,progressive rock,classic rock,art rock,rock,glam rock,classic rock
06STi7RGcsQIBCjD	ambient,noise,drone,4 stars,drone,ambient,noise
06W5HKRMchnJC1qv	punk,punk rock,70s,rock,british
06WySIW5UDIHF2Ri	80s,alternative,alternative rock,indie rock
06bDXIXGCiYMtcUy	electronic,alternative,synthpop,new wave,electro
06cNniVzUDdwzA03	new wave,electronic,ndw,80s
06jt8puPJmLRwXlT	hip-hop,rap,trap,albumsiown,hip hop,hip-hop,rap,trap
06n2Jt96ct6Ba3U1	indie rock,psychedelic,indie,female vocalists,rock,alternative rock
06pbFHF18RwKu4t1	jazz,female vocalists,katie melua,blues,pop
06rteak9Y3tv2Va5	70s,singer-songwriter,female vocalists,carole king,pop,soft rock
06tDHM4rk2EbHpnT	jazz,easy listening,pop,vocal,female vocalists,omg
06v3fePSdhXxX3NI	2014,coldwave,synthpop,electronic,post-punk,1984
06viA6Rt4KE728nn	anarcho-punk,punk
06y9Zku5zFI8iM1Y	noise,electro,experimental,alternative,post-punk,experimental,electronic
06zhrAWwQitLxdXr	mellow,folk,acoustic,calm
071FteQAZNCprAq3	jazz,big band,ragtime
071kpG8MS2veLYAu	post-hardcore,metal,rock,hardcore
0732MPqq4gzelgm0	pop,pop rock,synth pop,rock,norwegian,skandinavian music
077LzyuEoxWv2NZq	experimental,avant-garde,mike patton,ska
078ndaBUEVsmdOI3	pop,alternative
079OXXqfC6koNC3B	emo,post-hardcore,alternative rock,aiden
079gjbmpoIvJ7WGQ	country,classic country,oldies,americana,country,classic country,folk
079yVaWfDrL7ulec	rock,southern rock,indie rock
07A6WHsWKFsZSVNk	tropicalia,mpb,experimental,brazilian,brasil,tropicalia,mpb,experimental
07A8gIjr1oCpQQQL	blues,indie,soul,singer-songwriter,irish
07AjGMk31TkPW3O9	hip-hop,rap,old school,hip hop,80s,70s
07CXv8n4sD9Fy96e	brasil,70s,mpb,samba,gilberto gil,ba
07DgzvdwswlSllK2	brazilian,folk,alternative,00s,teatro magico,mpb,alternative,brazilian
07E0Wiir54qbDB8t	folk,singer-songwriter,acoustic,leonard cohen
07EiCOnfR8BWkGXh	rap,soulja boy,crunk
07JdCu6dCcvcW64b	emo,screamo,post-hardcore,hardcore
07JhtfVVlSifEGu6	jazz,soul,female vocalists,vocal jazz
07NA52l7qNF30nxE	grunge,rock,alternative rock,legendary,wrong tag,no u
07QRvQw4sk50K7ZS	reik,romantica,latino,reik - me duele amarte,spanish rock
07RafqaqVSvbZgkr	stoner rock,alternative rock,rock,alternative,stoner rock,alternative rock,rock
07Sx1SuPHVwxCJB5	alternative rock,post-hardcore,punk,hardcore
07ZlFqYMMkcui1ha	rock,cover,female vocalists,rock,alternative,alternative rock
07bR4m5Oo4lvHJFW	electronic,ambient,idm,chillout,downtempo
07egxJjsCVK1NQYA	soul,rnb,female vocalists,neo-soul
07gyukIu34j72Ujt	pop punk,rock,alternative rock,emo,pop rock,alternative
07kbgk3Au4WyGHs7	heavy metal,nwobhm,metal,iron maiden
07kkTL6AEcAHgI9M	hard rock,rock,hair metal,hardline
07l6L5MP8ZGyOs1H	indie,indie rock,post-punk,alternative
07qIMK4LPj4gT40H	alternative metal,dia de los muertos,pattonism,czhit,2015,eclectonia
07qxWvKCXR9hamHv	soul,progressive,rnb,dreamy,rnb,electronic,trip-hop
07vFe4qlKfcEAW44	britpop,british,indie,singer-songwriter,rock,best of 2018
07wMWSylLpoThQWD	rap,detroit,hip-hop,indie rap,best of 2013,danny brown
07x6lrZgOppJvzmw	nu disco,electropop,house,new wave
07xF9Q0K1t3ist7K	brasil,latin,jorge ben,brazil
07xcBM8z6t2AD9LP	industrial metal,fucking awesome
07yQ7X6NLRdax13b	60s,oldies,classic rock,pop
083o6BTQGwgM2L49	alternative rock,rock,brand new,beautiful
086rZE7CKmYfYCGg	indie,alternative,indie rock,stoner rock
087FaYjmGug8BP5A	electronic,new wave,synthpop,depeche mode,synth pop
089LVMgimaHdtHoB	dance,pop,female vocalists,ambient,dancemania,outer space
089XpXWesGtVd3gz	progressive rock,zappa
089YVppIyuY7ouBj	2019,pop rock,pop,female vocalists,country,the voice
08GEvjq3HFO6WRNR	industrial,instrumental,electronic,industrial rock,dark
08IqqLAe7gGB9bDJ	pop,sexy,indie pop,american,female vocalists,dark pop
08L3yHF7hDfGpfQF	new wave,80s,australian,dance
08P6BBGpG8Gt6Vbx	grunge,rock,alternative,90s,grunge,rock,alternative rock
08QtcDK0rtDFogFP	lush,trip-hop,chillout,electronic
08REaIv7ArjY0scW	gothic metal,song for a walk,wind,play loud
08WR53LGwIIC5rOS	rock,ska,female vocalists,pop
08YRjFhygbKD2ddu	reggae,roots
08cN8oXwIYoUACWP	hip-hop,rap,emo,post-nerdcore
08d9WncYqwpgHuAE	female vocalists,60s,jazz,oldies,pop
08dDspNuBDh8GOqV	progressive rock,classic rock,acoustic,rock
08dzAKoaqjhyOunF	schoene musik,awesome,folk,alternative,indie,indie rock,reggae
08gdfPFeDZVl1U9P	thrash metal,metal,heavy metal,anthrax
08hJNPwNZPqt7zsw	pop,dance,female vocalists,christina aguilera,electronic
08hnvrsSdmqDkZI7	avant-garde metal,black metal,2015,progressive metal,hungarian
08ldd51HFMBOdTb5	power metal,sabaton cover
08mB1OdXm6t45Mme	hip-hop,korean,soul,k-pop,hip hop
08qUOEWDMXI6eExP	pop,rock,male vocalists,usual
08rMHO1Q4u44Ad7L	oi,skinhead,japanese,punk
08swBeDr2z5RedVT	british,favorites 2014,pop,indie
08v0FvF1HMmprM3l	metalcore,metal,hardcore,melodic death metal
08zwg9e6EyoOLKAt	hard rock,classic rock,80s,rock
090uzuvKNs2Lia38	fip,funk,it is party time,pozytywne wibracje
091E0oFGS6sBravV	hardcore,hardcore punk,straight edge,back in the day - nyhc
094iXQQOkC8wyLde	indie rock,rock,indie,british
096Ah0Td5vLfcIgE	fip,funk,soul,indie
096D4MtepS0WeEkI	folk,indie,acoustic,australian,singer-songwriter
09AOCIB5yktoz8B5	indie pop,amazing,indie
09I4YQcdsw1PVXh8	duet,love,acoustic,pop,summer,colbie caillat
09KsPOlYFGFhhNyc	progressive metal,heavy metal,hard rock,metal
09O9TZfv41poOgLu	indie pop,indie,handclaps,swedish,singer-songwriter,indie pop
09OFtpTVDoedoEfG	punk rock,punk,nofx
09OveAcM2Xu5xSzN	alternative,alternative rock,rock,radiohead,british
09P9CUiyEWYbGmfV	across the universe,cover,soundtrack,musical,beatles cover
09PanJdaeJ98j0Pv	shoegaze,blackgaze,post-black metal,post-rock,shoegaze,black metal,post-rock
09W5uzCuSKLQeyIC	electronic,ambient,techno,electronica,minimal,electronic,minimal techno
09WNjzV6VqIUG2WA	hard rock,classic rock,hard rock,classic rock,rock
09aWqN5dUx71Ypi2	pop,dance,disco,kylie minogue
09dys4xGPz7QSAK8	pop,personal,i wish i could make a video for this,i want to be independent listening to
09g8LBVpv3igNHfX	folk,indie,beautiful,singer-songwriter
09gv6QNbyXON5d0A	progressive rock,flamenco rock,rock andaluz,spanish rock
09kfPeHJOBfdGRlC	punk rock,punk,english lyrics,american artist
09latnlcbKIe4KkF	krautrock,experimental,psychedelic,progressive rock
09mWmQm7ixF4cCjx	metalcore,post-hardcore,hardcore,metal
09qyQ5Mws5l0mybs	jessica simpson,pop
09sQQ4Vuv3Yo0im2	alternative rock,pop punk,love at first listen,british
09uARho9w97Dfzgb	singer-songwriter,indie,mellow,rock
09x1tVvfWezpMRdM	hardcore,post-hardcore,experimental,metalcore,post-hardcore,experimental,hardcore
09xsSB9n4a4B9x4U	90s,britpop
09zRPbUiTrBZJoi2	xylophone,ambient,psychedelic,soul
0A0ol37RC6yxfazS	rock,polish,alternative rock,polish rock,rock,polish,alternative rock
0A2SGcPC1FWKGZIe	indie rock,indie,best of 2013
0A5hn2Tk34p1g4ZU	pop,cher,ballad,cover,pop,female vocalists,dance
0AAp799NQ2h8PwTA	pop,chamber pop,belgian,2016 single
0AAuhXBDMY5N5Sbl	neoclassical darkwave,experimental,piano,female vocalists
0ABJBF49m5WXiVC1	lo-fi,techno,indie pop,usa
0AFG5X7JNVK333c3	soundtrack,instrumental,classical,lord of the rings,soundtrack,instrumental,lord of the rings
0AIAF3GNPCTTkYxt	pop,dance,edm,under 100 listeners
0AJ9DDO0qcTw5Ns3	country,2012,country pop,female artist
0AJzNGBCKi2IphZ8	indie,rock,indie rock,my favorites,the baumholder years,pinback
0AKrqUhs8ZnvrERS	rock,classic rock,hard rock,glam rock,70s,classic rock,rock,hard rock
0ARggeKq773sDdau	fip,funk,70s,afrobeat
0AU0h5w9DtNGCYix	funk metal,alternative metal,alternative rock,1990,alternative
0AUKdqKreusplDjG	rock,indie,rock mexicano,alternative
0AUV4mCpGOuuWNUX	thrash metal,heavy metal,metal,megadeth
0AUY7ibNAw87xgtA	pop punk,pop rock,pop,australian,rock
0AV021POHUFH20jt	ballad,rock,soul,90s
0AW4tvOr8GNsJOWT	a new feel,summer in la,surf punk,indie,garage rock
0AWz1nDGgc77M5Iv	gothic rock,goth,gothic,brazil
0AXuSUdG0e6nSpuH	electronic,idm,glitch,techno,2016,2016 releases
0AYTHlmiiJ2Fw4lw	post-rock,ambient,icelandic,alternative,indie
0Ac9BENyp3oekNpb	sludge,sludge metal,doom metal,metal
0AcYo3dBqDqK0VV7	forro,brasil,live,00s
0AefB7IERXOmeMCM	dance,electronic,house,romanian
0AgsubwWOBMlh2kn	j-rock,one ok rock,japanese,japanese rock
0AgwluN9W0lyHWSX	christmas,american,christmas songs,movie song,pop,rnb,mariah carey
0AiBI7Zr1Rtk6peL	classic rock,folk rock,70s,crosby stills and nash
0Aiob7g7f2cly9qw	progressive rock,psychedelic rock,epic,space rock,progressive rock,progressive metal,rock
0AkSP5ELIE58PRhf	pop,dance,cover
0AlGixL2NbCGPjzq	britpop,indie,80s,madchester,rock,british
0AliCdn6erZdBf2S	alternative rock,rock,alternative,foo fighters,grunge
0AnOojGcrMBtFxQi	pop,rock,pop rock,piano,ballad,female vocalists
0AopqgOXmvIQeKse	acoustic,easy listening,cover,x,2000s acoustic
0ApJhZ4pLRcdFh9I	melodic death metal,metal,death metal,masterpiece
0As2PnqzlNLJby6j	no wave,post-punk
0At7AvzV5kHCJvIj	rock,awesome,indie,indie rock,lovely,canadian
0AwfifWK4bGQ9BHN	rap,wat watafak,crazy,hip hop
0B17OyBaAAQHiZPf	pop,best,male vocalists,love at first listen
0B2bXOAXyevoV57H	90s,alternative rock,rock,alternative,alternative rock,rock,alternative
0B78wdYmjKnObmoE	cloud rap,emo rap,electronic,emo,gothboiclique
0B82E0puRgXxxPTn	pop,80s,soul,british,simply red
0BAuGlXt08pK8FZI	2001,00s,shoegaze
0BFr2vVBvPuBpIRP	perfect,reggae,pop,female vocalists
0BGo4WmW6kmsZBK0	punk,punk rock,hardcore
0BHQpSlNFgsZHaZE	industrial metal,metal,industrial,rock
0BMqZf3ufFWLUPF5	industrial,ebm,dark electro,electronic,electro-industrial,aggrotech
0BNhHXgSf5vdt8Zz	new wave,rock,80s
0BNlUFeemdBKefcG	drum and bass,electronic,drum,drum n bass
0BOXhdc7gj5c6FO0	jazz,female vocalists,blues,billie holiday
0BOfpnljgDlsgqz6	rnb,soul,female vocalists
0BSVVAgpafutTBV8	post-rock,good music,giusychevola gifts from friends
0BU53pWjGL5lJHnv	pop,80s,country,female vocalists,new wave,rock
0BVyGvdW4ntQDEcu	rock,alternative rock,alternative,british,placebo,indie
0BYvhImCgmjNk5Tp	blues,spoken word,soul,cover
0BZ5l1K3H4yx4qCn	post-punk,saw them live
0Ba0XoYTHcxaNBuc	nu metal
0BdOzHVhrMWq767R	pop,rnb,female vocalists,soul
0BgH3QxyhVJlejdA	fip,river jones music label,singer-songwriter,river jones music
0BlvwUDitDAA0tVv	medieval,bagpipes
0BmQ2aeeFLVnAY2k	futurepop,ebm,electronic,industrial
0BrLQlzvx1Xp0m4l	dancehall,summer
0BrxCsF3dd6VPd5f	alternative rock,acoustic,rock,pop,alternative,britpop
0BupEjFaWslx6BiO	rock,australian,6 of 10 stars
0BvezEqvTD2gg9On	shoegaze,post-rock,post-black metal,blackgaze,2016
0Bxz6n8PiWz84P5t	soundtrack,instrumental,musical,broadway
0C2KotdT5BSU3UzB	trip-hop,alternative,electronic,beautiful
0C3hl6iMTRGD9WOE	death metal
0C3iDuVR1ZWWLWLS	hip-hop,rap,trap,dirty south
0CA4qkqqM29vu6ru	mpb,bossa nova,brasil,female vocalists,brazilian
0CAPxz6r4T8WvkRb	pop,groovy,influential,jazzy,vocalization,favorite by this singer
0CCR0R8sEGMDQSsU	mixu paatelainen,quoi,britpop,british,indie
0CJwNNthAtbk3RR5	rap metal,metal,heavy metal,hard rock
0CMMiPxaZGFeoumH	progressive rock,hard rock,classic rock,rock,rush
0CPaPC9EPaEERWha	k-pop,kpop,korean,female vocalists,2015,k-pop,korean,kpop
0CR53RjbkjqkCHe4	soundtrack,hiphop,rap,american
0Cat84jO1v3bXluU	jazz,hours of the southern afternoon
0Ce65aGBdopLx76Q	spoken word
0Ci7sMniNrpfG4wq	rock,alternative,pop punk,paramore,punk,alternative rock
0CkeoXfvttxHJBpY	new wave,rock,classic rock,weird
0CkkjxzAsaEnCq6E	folk,country,pop,masterpiece,joanne
0CkwHBY8u5XCeSjK	trip-hop,downtempo,ninja tune,electronic,lounge
0ClFilFdjb8qQi9q	synthpop
0ClxJuVidzYn2gDu	pop punk,emo punk
0ClyIUXXdfGVIvX8	j cole,hip hop,hip-hop,born sinner
0CoQb1esvFWuTfmT	eurovision song contest,eurovision,eurovision song contest 2019,esc,eurovision 2019,greece
0CqZ4DcPLbgOlxOk	reggae,brazil,brazilian
0Cr3sL3tYNRD6lCN	french,pop,female vocalists,1 raz,french pop,electronic
0Cweeu5lrQVwRuAk	progressive rock,doom metal,melancholic,atmospheric,atmospheric rock
0D3pL5p5GkM7IAZd	soul,90s,boyz ii men
0D5pTABFoei7TJZi	calypso
0D8X8Iq01Uh5HCqS	electronic,synthwave,chillwave,electronic,lo-fi
0DANaW6XgBRYfiET	soul,funk,prince
0DDGPJTcQaNL45dy	spanish,love,latin,alternative
0DK73MrYbI4Igj7z	indie,punk,british,excuse me while i cry and eat ice cream and cry some more
0DKe24hOOsmZ5sNf	alternative,rock,indie,alternative rock,pixies,80s
0DLh1XyzcsQU0zK5	pop,female vocalists,dance,love songs,tina arena,historia de  un amor
0DMABfx807TVXBQO	synthpop,cm,minimal synth,video clip
0DNKXcAGmMYmJdjP	rock,pop
0DR3x5EsFztXPdEl	hip-hop,lo-fi,2016,instrumental,beats,ambient
0DUSVxM1tkdQNneP	polish,rap,hip-hop
0DVHWGpK3UXImc7D	alternative rock,rock,alternative,irish,female vocalists,90s
0DXkmUpDJT0AyerU	rock,alternative,emo,punk,alternative rock,emo,rock,alternative
0DYF07K5Z8yl0qqm	progressive rock,new age,instrumental,rock
0DcyCiJ5VoQxqK4r	future garage,downtempo,uk garage,electronica
0Dd5RDHMpW8UPNy1	blues,rock,acoustic,americana
0Dd5w8GFvehfHJIX	soundtrack,psycho,as seen in a film,classic horror,soundtrack,instrumental,composer
0DdUB31Xhf8a86aS	italian,latin pop,male vocalists,romantico forever,italian,pop,italian pop
0Df8PLjiYYu00yeu	2017,hip-hop,rap,hip hop
0DgZlQ8A5OuusSC0	female vocalists,electronic,swedish,indie pop
0DjU7vZx56D9cK3K	new wave,french,pop rock,chanson française
0DoZih5Whk51H72t	brazilian,electro,lgbt,cultura,valesca baby,hino
0DvJEWH3NxZ0RAJM	metalcore,melodic death metal,awesome,parkway drive,metalcore,hardcore,melodic metalcore
0E1zWP8MXmbXfTTX	fip,trip hop
0E2e2LRWrhzEKVEZ	australia,post-punk,swedish,rock,melbourne,australia,post-punk,swedish
0EDVbY3eDRQ28s0i	punk rock,punk,rock,alternative rock
0EDhEGuFXq4puFg5	classic rock,instrumental,progressive rock,rock
0EFOndjOedN4bvvT	tim buckley-1975-goodbye and hello,psychedelic,folk,tim buckley
0EH41J9Yur5x0FNv	indie rock,indie,british,alternative,rock
0EHJJpUy791PtSpO	folk,joan baez,house of the rising sun,60s,folk,singer-songwriter,female vocalists
0EL4m7yviajIov3C	electronic,experimental,lo-fi
0ELB6IeNBK2Z2qc2	pop,downtempo,ballad,slow,best of troye sivan,soft pop
0EQ0cmLC3LQjFtH2	k-pop,rnb,k-pop,korean,idol school
