id	spotify_id	popularity	release	danceability	energy	key	mode	valence	tempo	duration_ms
00hFmpewuNvc4dRL	0Lsgh402I7Y9ZtNtMF6in6	40.0	2007	0.627	0.885	0.0	0.0	0.879	128.011	227173
00i0OB17z3m3yamO	4wSv1wn35AbZ3uEII4nPhg	40.0	2012	0.4270000000000001	0.777	4.0	0.0	0.102	122.849	191347
00mLjKFmaTv9MdaB	7xRNsqOQOgWbHV1nbXnfXN	59.0	2009	0.8690000000000001	0.851	9.0	1.0	0.395	130.09	251440
00sGlOdoTnPYRdQx	2hRJ0RcQAwxvrApfvFODaB	38.0	2005	0.365	0.378	0.0	0.0	0.413	114.511	560067
00uLdNEc6yXbIxyW	1uYV0S12dKOPeEJaTIeLZ1	26.0	2011	0.458	0.5820000000000001	9.0	0.0	0.35100000000000003	136.007	297267
00wqHIO65EtRyRQM	4gMnvtp0lXJY9GkgPGcELg	48.0	2009	0.629	0.972	8.0	0.0	0.93	150.029	248627
00y9HkWQamxnKYkj	40ckFj7of1QzXHFz4LaShX	41.0	2016	0.627	0.539	7.0	0.0	0.124	102.768	226157
0130k7BE0WlWUQLg	7MTNKuOblOwOYgffMo0ggT	20.0	2017	0.322	0.941	0.0	1.0	0.274	161.991	172304
013BFFjvohJT9dW9	7AXUdQmZMA5u221iv6gB0m	36.0	2010	0.4270000000000001	0.273	2.0	1.0	0.426	76.196	251286
013QDoTqbexEwkHr	0hsrqeudoR9Kymm7RNiVoq	51.0	2004	0.805	0.754	10.0	0.0	0.88	128.429	265827
015mOiDcGVtkg1jP	68yp5LzDFF5aY2VOODJOQy	22.0	2011	0.11	0.4920000000000001	4.0	1.0	0.0387	77.425	56973
016u1nUp8JLDgd6W	7h7yYTlVSHY3Fk7mSb0cDZ	23.0	1998	0.728	0.652	10.0	0.0	0.718	98.706	228293
019Q5nZ079pL34qa	0NjmD6Sg6UclWt1uwG392L	28.0	2018	0.486	0.499	5.0	1.0	0.0781	80.532	260293
01EKNot8qVgZpKM7	6BWxDx3GnMZ4EpjM5Mg2RK	28.0	2012	0.534	0.322	9.0	1.0	0.449	151.816	154973
01I5p010ajulr0O5	0R3aF3iq67sbMgqe0A4nup	51.0	2015	0.52	0.7170000000000001	9.0	0.0	0.239	125.899	232480
01Kgo55olDKOHxQz	06cCziAHtDg6pcsidZHu03	59.0	2013	0.617	0.7040000000000001	4.0	1.0	0.358	99.804	254510
01OcWE6ZDS0RAb4I	4B3RmT3cGvh8By3WY9pbIx	63.0	2011	0.484	0.604	7.0	1.0	0.181	103.316	221293
01PEcXojWOku5MRB	0qjNOWXNj9SUuBiW9ioJhD	30.0	1996	0.6579999999999999	0.691	0.0	1.0	0.909	138.525	183173
01ScM29f0wF2Mnkq	3UaFnnUo80mv431WHEzaj9	54.0	2009	0.495	0.262	9.0	0.0	0.287	159.986	291933
01UK70YxnzhjXY29	6yVkskW4Kehc095CIMAy4z	29.0	1985	0.524	0.935	2.0	1.0	0.467	96.026	246453
01WKqxhGhBvvJnwb	6V6goat94tTJOWXXKZstNX	57.0	2017	0.348	0.7120000000000001	5.0	1.0	0.424	73.102	274587
01XPcGzdaQ1hv51M	6nyybl5FkA8F99UZcSEYQc	26.0	2005	0.61	0.76	9.0	0.0	0.469	130.011	286853
01Yfj2T3YTwJ1Yfy	1FgFXxPsmUmiJMoJNi8idR	43.0	2011	0.484	0.932	5.0	1.0	0.34600000000000003	140.996	211187
01ZrNpwRWi7Ymdp5	6buXDkw3Gv4fQC1OZKUhnR	56.0	2014	0.607	0.3670000000000001	1.0	1.0	0.546	139.959	224573
01aEJBqsPHKZrLPU	5c2VrRZStCbm6fCZmA1ZDG	15.0	2018	0.504	0.371	3.0	0.0	0.198	81.649	230281
01cSV4vNCMDB9PFw	7nhVZs10XVluL6RKtv86q9	39.0	2009	0.173	0.939	1.0	0.0	0.354	74.67399999999998	218120
01gyRHLquwXDlhkO	11s9e5nZrTXzdDTguBFtou	46.0	1997	0.488	0.905	8.0	1.0	0.674	82.385	266733
01jFG9dR1nQslWWL	2uFBqk6flKDuXiaWt0vV68	37.0	1996	0.415	0.815	0.0	1.0	0.431	147.88299999999995	307333
01nQ4KgYEBMGutCI	3WS9yPSm0pKy8mRxg1UdRe	13.0	2003	0.309	0.984	9.0	1.0	0.0397	90.994	88987
01oEzhZwXGG8os3W	3qnhQsLNcVwu5X7yBeThF9	19.0	2010	0.526	0.972	4.0	1.0	0.455	127.001	221053
01rMxQv6vhyE1oQX	4UYpnpm7ZDdo0hyyZNXSpl	41.0	2016	0.598	0.722	6.0	0.0	0.382	104.001	209507
01roaWOWaMzXjMOV	1Xf8aZynibVam74RQ2JMGW	32.0	2018	0.505	0.858	4.0	1.0	0.777	185.024	180253
01zNMO11qGa7tLqa	1BuSbqff6EcL8gkdkjaB63	61.0	2017	0.506	0.872	7.0	0.0	0.597	114.982	305845
021X4PPO8YyoVVkT	3NnWTwdPH1VBCWWmfpipFG	39.0	2010	0.253	0.949	1.0	1.0	0.667	193.194	209227
023KeDV5DfyxOplZ	0Z97767InE72G2x0UuUthn	37.0	2015	0.529	0.5429999999999999	8.0	1.0	0.581	74.266	266627
0247XD85scrr19o0	75FEaRjZTKLhTrFGsfMUXR	60.0	1985	0.629	0.547	10.0	0.0	0.197	108.375	298933
024TpJ6teKyeGvSH	1uhQMZIfEL2vlkCO2JnBCv	25.0	2014	0.6509999999999999	0.838	2.0	0.0	0.397	90.00399999999998	325333
0273l5ZKx90qFfxJ	6UWWzTU1NgKf7vHbOeO17p	41.0	1984	0.565	0.7829999999999999	4.0	0.0	0.595	134.497	236133
02CMntrVK1cnVK1H	056rtilqF4cqLOgDQGqYqv	48.0	1969	0.376	0.477	1.0	1.0	0.34700000000000003	138.923	194107
02Fwq8lfGcaP9UMZ	0DLLQHCiMG1HMljBqFU8KF	43.0	1977	0.747	0.556	7.0	1.0	0.848	113.717	144240
02G1GLGNKjF0N3FP	6zTSlvOE6nRYAln63Dnpwd	28.0	2009	0.402	0.855	9.0	1.0	0.908	141.453	104907
02H3FqI0CSBlYFo7	5nLlyjxJDgLNsAZVYHVxuT	29.0	2014	0.358	0.981	4.0	0.0	0.319	93.338	301265
02IJEnORh7mcQteb	3Oj882JliDB3Q77dLuJZpL	50.0	2018	0.602	0.562	1.0	0.0	0.122	128.781	229547
02IdSftu0dkA0iVg	0EZELV7AI8v4KF6DErAgge	26.0	2013	0.257	0.589	0.0	1.0	0.0378	170.02900000000002	294013
02IlXCADUctM4gQG	52SQM0adk9pNbzkDFK86oZ	2.0	2011	0.7340000000000001	0.76	7.0	1.0	0.5820000000000001	119.009	204760
02JeIZCvClyeiCA2	4LWGeRNoDjfAUshTHshrOQ	26.0	2018	0.534	0.6970000000000001	6.0	1.0	0.557	148.921	176590
02OYdFsj4Vm1TPzK	09jPXOz0LS0kpqmkQRaFPO	55.0	2011	0.336	0.951	5.0	0.0	0.596	108.043	237480
02OxM7m8nuckRPQT	7Cm1eS5xDwHX51H9kf15hh	34.0	2016	0.535	0.94	1.0	1.0	0.299	144.001	210613
02Oy8Rwe5K5TIhjk	36ct7KIIhHYIhS8hSCF5Qj	29.0	2007	0.804	0.5539999999999999	9.0	0.0	0.502	120.062	327880
02RGE9FNH65RtMS7	7cNBYcFeV4XlymoTQ6KI0m	14.0	2012	0.561	0.972	0.0	0.0	0.8220000000000001	141.83100000000005	215347
02S1suSkE5dLFuQh	3ZN97quqp9HHFgAsxbEivz	38.0	2017	0.7190000000000001	0.79	8.0	0.0	0.219	128.981	363978
02Ttc68td3DKnlmw	2cdigj2nRgiqDTA6fxha0s	31.0	2016	0.691	0.8859999999999999	1.0	1.0	0.841	121.986	276373
02UCYtEhGjU61JpW	3vFkIux03l2eYawnQVq0C3	29.0	2013	0.614	0.8690000000000001	7.0	1.0	0.679	89.554	227160
02ZVmbFaT6O2jzvP	0tS7Mli5NtOcpeCqC25GWd	46.0	2011	0.482	0.499	7.0	1.0	0.281	104.361	156520
02ZnlCGZEbkfCDxo	7eiFkQw3snYtC8jtHNUWvf	36.0	2001	0.569	0.727	1.0	0.0	0.225	110.964	228840
02aVw14JYYKIQPjB	0AyLICGXInJsuURxpwwBG3	13.0	2001	0.468	0.797	2.0	1.0	0.301	112.06	282613
02cqDSNdfTyOD1AI	6Gfmj0HbpvxTdW0sdlzTDU	62.0	2006	0.5489999999999999	0.8009999999999999	4.0	1.0	0.471	135.724	248280
02dc1Q6fV1ByAouz	5Zfq5fWwLmiQg92j9ecYYe	6.0	2000	0.645	0.257	9.0	1.0	0.417	112.899	184733
02hzaGar7vnWY4fJ	4nNSgSfqhtAQ9upuIp1QgM	42.0	2010	0.445	0.77	6.0	0.0	0.202	154.868	315440
02io0Qj0jV8AFKAF	4vrOAcjaNkGkV2ZswUZHC1	45.0	1974	0.608	0.314	8.0	1.0	0.431	124.202	238000
02kJNQnTgvS2rS7d	1auCcfIF4U3Zd5dyJASvoI	24.0	2018	0.5920000000000001	0.348	9.0	0.0	0.0614	109.964	227211
02nj8E8TzgIiOkiW	2hw2fDtNPkIowTNuQRmlnN	56.0	1977	0.589	0.348	2.0	1.0	0.28	119.374	252707
02qUw5OPfkNQ3fm4	45VjXNcZsV6Kh28MIracsd	34.0	2002	0.312	0.48	2.0	0.0	0.122	135.84	329866
02tlc7d6RtnNVG3P	6xKXkSSJqv6ttwL8bj3Dm2	41.0	2018	0.506	0.677	3.0	1.0	0.327	175.655	131595
02uQlK780Tu47T5Q	6eOSSJTrIDi0WAmLOFr4wh	25.0	1986	0.619	0.893	9.0	0.0	0.35700000000000004	120.303	223520
02vi0nu34pnQBFi6	5pgFEHvU5KQdwCtqPTW40U	19.0	2009	0.897	0.6629999999999999	0.0	1.0	0.8320000000000001	104.008	197293
031W8ollPLnlC7mE	7qSd3WHSPUtmt6c36pwJaY	36.0	1991	0.609	0.6679999999999999	0.0	1.0	0.319	105.419	230680
034NPLNuPE5imC79	0riKNWIF57Uo8p70du5HMD	9.0	2018	0.428	0.569	3.0	1.0	0.961	140.578	127867
035ncL0cjsGJjdlA	3DyDoJibN4Cx2zvvtIVQqE	44.0	1977	0.5329999999999999	0.6729999999999999	5.0	1.0	0.194	122.295	378893
038kN6re1prxGxWC	5AFELVx8jjU889yeXK9g0i	28.0	2011	0.318	0.959	8.0	0.0	0.281	175.484	269760
0396S8l04hSNqgvk	0mOKvnM3wPrcWS3f0uuy7i	42.0	2013	0.355	0.652	7.0	0.0	0.257	169.935	265333
03HNWu7ijqITTmhS	2eF7cNjs8yokHVAkMneFqO	21.0	2019	0.384	0.889	5.0	1.0	0.251	90.208	307297
03LZ9iRhQ7uFg5le	219nY3WjD9ZxpwquMQuksi	48.0	2017	0.392	0.8859999999999999	10.0	1.0	0.412	95.944	201639
03LtQbTmxkIPDSau	6T2GmySGe8Ph4xByulFHFA	31.0	2018	0.388	0.79	6.0	0.0	0.381	93.745	244507
03Oc9WeMEmyLLQbj	6IkZCUzTNVdBpIixdippHA	31.0	2005	0.539	0.6459999999999999	8.0	1.0	0.506	162.01	192133
03PbpZwYbPjAUBqB	1HQtWfXS21n8yYJWw7Xf2x	53.0	2003	0.8270000000000001	0.782	11.0	0.0	0.644	128.011	275480
03QgQw5LI8x5RTQK	684nFcq9jOLIcCxovCtveu	52.0	2018	0.715	0.6409999999999999	11.0	1.0	0.28300000000000003	127.943	217853
03SofeSkL5pqrzzo	4TT0a8KeS7uotsiWW4y0A1	27.0	2015	0.3720000000000001	0.954	8.0	1.0	0.507	195.148	212253
03ZQb2ctptlPqj4K	6NdaSt1J7HdJawJxa5y69I	47.0	1994	0.684	0.782	10.0	0.0	0.5489999999999999	120.234	250160
03dA0mAJj48nT2ab	04qqfjPWDqrg9q3HTToCfZ	49.0	2017	0.332	0.517	2.0	1.0	0.18600000000000005	134.68	236367
03gnYayYn8Pp0OAC	3MYB8Y1D1dke5cuoCp71yb	38.0	2006	0.5379999999999999	0.928	0.0	1.0	0.7879999999999999	133.579	152160
03hJ2yGcoH3wqxP4	3gfIiIN9ZrFgfI9eZDI831	52.0	2018	0.556	0.435	6.0	0.0	0.445	80.257	155157
03ouHBQJK0nNWXUQ	6sCqGmX7YeTmZktTtyDPDb	36.0	2018	0.767	0.929	7.0	1.0	0.581	96.975	214845
03v7PvCepe2N5A6V	4L4upbUY4UgmWH7fGlfi2F	14.0	1985	0.774	0.353	0.0	1.0	0.476	110.86	281933
04De6xuVrG7a4Btw	2gGhPWiZIA2KzyOOyyhtnX	2.0	1986	0.568	0.7809999999999999	1.0	0.0	0.44	127.869	268320
04FGELz6IwgzTFKA	1omCB9Mch8tYugUptnJ0vw	51.0	2018	0.381	0.481	4.0	1.0	0.162	123.09	247843
04JRErOFeFlp2r9E	72ZSkw2jFtfRGVAvqTszBQ	37.0	2016	0.408	0.0422	4.0	1.0	0.136	139.779	318000
04K5rnl1mJjTaio1	26XUAwGZqQEyy8Ubhtj4kq	60.0	2013	0.8590000000000001	0.5329999999999999	6.0	0.0	0.514	96.453	253547
04KHUHlgU8Pg1MAu	0QriPF0gXiibD5nVA7vkOA	28.0	2008	0.275	0.95	7.0	1.0	0.6579999999999999	101.201	196867
04KIChLwxgxSGbkD	6ZgaUtMlUzUf7SqbUUnfbu	53.0	1958	0.506	0.493	8.0	1.0	0.584	134.77	644013
04La8lPgQyShB5dr	3QnHWkNMY2mpy494Bis0ly	59.0	1960	0.635	0.563	5.0	0.0	0.7090000000000001	101.636	188827
04OjszRi9rC5BlHC	4BmtCb6sdMqECAItGmFDvU	45.0	2006	0.226	0.4	11.0	1.0	0.101	88.67299999999999	314413
04Q618WBtwDztix8	6KnHHPxqhPPs0p1e70jq20	24.0	2014	0.502	0.271	2.0	1.0	0.337	179.48	243334
04SlsdFaQIDnfvr9	5dJS5oBmC6wvJ2nNzl5hNo	41.0	1976	0.396	0.705	5.0	0.0	0.775	104.651	390640
04TPzuBAKQbFsybr	53XQYQYwRhisa6UxLzjaFB	13.0	1995	0.139	0.309	6.0	1.0	0.0969	93.642	110133
04VQcD5F6IvrHdYv	7jYQibMAcem7Bdz27tGZie	17.0	1986	0.569	0.907	9.0	0.0	0.63	132.878	216933
04argIsiFAhp9MdK	2LLqBzQSgyj6jeIbpVxikh	26.0	2010	0.55	0.473	3.0	1.0	0.305	114.264	201787
04deZCVGi5AOgYIS	3feuFFxmZ449KKG70w52JR	42.0	2008	0.181	0.953	2.0	1.0	0.161	101.818	305427
04elyRT3sHC2gYJK	6VnhYue0XKBBk0ad0oXmYI	27.0	2014	0.5870000000000001	0.8	6.0	0.0	0.106	109.985	231273
04hRFEZYqKydzBBi	6vkJawzbg9mKiWOvd9ukft	26.0	2011	0.26	0.195	11.0	0.0	0.332	191.305	208600
04i2mYvUTLAAPOWc	48FGDJFP7ENQj2wZmppEhU	8.0	2015	0.705	0.534	10.0	0.0	0.517	170.416	503867
04iQE4VyxOcloEVY	1TtmEexOoL27br2q8ifxBl	34.0	1997	0.278	0.382	7.0	1.0	0.0596	81.542	197973
04iitW3ffa0mhpx3	34ceTg8ChN5HjrqiIYCn9Q	65.0	2008	0.6729999999999999	0.6829999999999999	1.0	1.0	0.713	171.86	232000
04k3rCH5GDaZmhj0	1KZ2PKhPlxStABVU7B0GRP	17.0	2017	0.569	0.966	2.0	1.0	0.293	125.998	249750
04nczi4NwZVLrqHX	5pCt55miXDeMF5C7ZF60SA	19.0	2018	0.736	0.8540000000000001	2.0	1.0	0.923	154.076	91224
04q3VppIQEET5rzy	5QdgpcfAw8EbsupH0B6BpI	25.0	2009	0.521	0.924	7.0	0.0	0.156	137.97	229973
04xUDjAYC14jsHyH	3H3RrT7cDpfXWromZIZEfv	25.0	2014	0.411	0.924	2.0	1.0	0.59	103.36	193427
04xnUkMuWlj5eDgn	6EvUAsfncetT0RcWshHCbl	57.0	2019	0.6609999999999999	0.472	7.0	1.0	0.206	73.986	222400
04zfuN5RyJWYXDRH	6GfFNZDc142FmIFAoqmCQQ	24.0	2017	0.394	0.52	3.0	1.0	0.247	173.687	209219
0506rdPHUIeypgCP	0rRFBnK5uLjh0COVFlkHq7	26.0	2018	0.805	0.655	9.0	1.0	0.5489999999999999	119.988	172147
052Kz3ZAzDZv1q1N	2chxKAVjPvoRhYeMVt5w6O	22.0	2011	0.386	0.928	11.0	1.0	0.556	166.967	200413
053TqfoRuva4bHoj	0uLhNT7UIH3nZCCDZd3OBl	58.0	2006	0.451	0.973	8.0	1.0	0.628	151.885	225880
059KAuaPf20vTwoR	1pHDlQtO3KVIHGT8Dps4uG	21.0	1975	0.537	0.0814	9.0	0.0	0.45	109.234	90560
059XHCE9DRtxPmRD	6MM4c0LL2SRiCbs82XccNM	28.0	2017	0.865	0.68	7.0	0.0	0.8079999999999999	120.039	197867
05CDlw5x1u6DiCU4	5VEd2Yb0Mqy1GOuEp7LErd	41.0	2004	0.5670000000000001	0.919	4.0	1.0	0.607	131.81799999999998	156867
05EPdUWvKgjEsb7G	7eYJp78OJD8RwXQDEJkB5l	38.0	2018	0.435	0.105	2.0	1.0	0.0981	105.229	249347
05TEjmk7zERb9ifk	5p95apZ9BeFgcO9a2RERvs	41.0	2018	0.46	0.997	0.0	1.0	0.14400000000000002	147.997	37773
05TdCap8Gk4jFhSQ	6go4VH47IaXtYlTGHizjhm	20.0	2011	0.675	0.588	0.0	1.0	0.53	165.02	187613
05UIyptPzMsGBJUu	1Q92pr5ZjhaOfNTvrjYLnE	39.0	1990	0.5820000000000001	0.911	4.0	1.0	0.7879999999999999	107.894	264067
05UNBlb2uXPMkcN0	1QQgmN383kUqjioRoTSfF3	43.0	1983	0.289	0.938	1.0	1.0	0.349	173.882	187840
05XsL40AXmzjNMtr	0SCqU8LJ84RnsyhcdcbRwC	33.0	1985	0.8690000000000001	0.381	11.0	0.0	0.6509999999999999	134.392	264867
05YiBMImmBZ7ETrk	0bn7UmspbFfCEzsv9AzNuX	21.0	2007	0.542	0.7340000000000001	2.0	0.0	0.267	116.975	272120
05dfzMdtNY6j9ru4	4PDsAYeCpTb81U9pzTImQO	31.0	2011	0.487	0.898	7.0	1.0	0.365	170.024	362159
05eO5MtW4pezH5XU	7id4jwYsYzXSwPbUJ5mCoW	7.0	2012	0.493	0.653	2.0	1.0	0.154	115.968	293973
05jXxX3fLknEmiqi	2aKd630BXs24Yt1znAty7Z	25.0	2002	0.309	0.8540000000000001	7.0	1.0	0.123	140.238	312640
05kPnJrEqt4aSFwt	6mYrhCAGWzTdF8QnKuchXM	69.0	1989	0.654	0.5660000000000001	11.0	1.0	0.527	108.293	239827
05m78XTGJ0C81Fdw	5LCjZoCHRvB8uwsALLmKLS	23.0	1999	0.507	0.82	0.0	1.0	0.494	118.081	270960
05m8Scx2aFwkq6mV	5Q7zuH8VNu7aLappSusPu6	62.0	2018	0.588	0.494	10.0	0.0	0.29100000000000004	135.004	273880
05ogun9U0TYSNQDO	36TLULPgT9cQ2Cu0UCBh8Y	43.0	2018	0.5529999999999999	0.966	11.0	1.0	0.649	177.745	141053
05wN07o5FaCodFNW	1bOYJUjIOkxEHeXBMPsEod	40.0	1995	0.16899999999999998	0.0332	7.0	1.0	0.0389	66.127	436000
061VAra6dcMmBNrv	1HLBlfVPwZTAO2eBiXK9FP	38.0	2016	0.5760000000000001	0.7240000000000001	2.0	1.0	0.0393	124.008	292702
0632Mc6uw64xV8nF	2BZsodki1uBYLKiPjv5O16	25.0	2008	0.534	0.973	0.0	1.0	0.601	134.975	182653
063UJy9rv6oq9Mqg	2D52zjCyqEIQa221lhw6uk	63.0	2009	0.404	0.723	6.0	1.0	0.225	160.048	326983
067ZDTJ63pkB5cbb	5NJvgtVjLTTogjFcrOIZYN	40.0	1983	0.66	0.7509999999999999	9.0	1.0	0.563	94.491	278280
069HWkkBEUhf5COD	3C7hwNzA880orYJJ1C1jzr	19.0	2006	0.201	0.000194	8.0	1.0	0.257	199.883	705107
069ypVgJl2FDc1F1	5m2xn5tIDC796JK1j8lLjl	48.0	2014	0.5870000000000001	0.3670000000000001	11.0	0.0	0.37	76.946	228449
06AGErQNQo09uQYU	69MMuGKrB2w9CEVbXlyszh	27.0	2008	0.469	0.7859999999999999	2.0	1.0	0.4270000000000001	129.97	260893
06DtRAZohpZIYvDq	47HJ7biEuVZxoPkauczu2R	47.0	2000	0.586	0.603	6.0	1.0	0.212	102.366	246067
06Ea7ZmF5wNljc0O	4Iy6HzMy5aA1Jjq5GMgpMW	32.0	1960	0.772	0.654	9.0	1.0	0.97	123.079	159987
06HvNTU9M9lnH71I	29LTZ2Hs6t2pAvQCLDREvo	38.0	2003	0.257	0.219	9.0	1.0	0.0767	142.835	239733
06L9OJ5nRqKnO2q9	1jZqT8S8zfyLBw0BdCQn6X	53.0	2018	0.8029999999999999	0.711	9.0	0.0	0.852	121.022	427520
06RbXqS3HIr791iJ	3dcywAsHjWv0HXim2rMPK3	0.0	2005	0.638	0.873	1.0	1.0	0.389	135.01	308800
06SC55N0G2GjCNuS	4JRem7xHp2l0kmUvt9zCKu	56.0	1976	0.68	0.701	6.0	0.0	0.933	108.287	243280
06STi7RGcsQIBCjD	7tgSuQZIcBSv8H0fYEZ7K4	33.0	2016	0.177	0.7090000000000001	8.0	1.0	0.19	92.251	457706
06W5HKRMchnJC1qv	0brrVj6VnvrG70SjRTnEJA	48.0	1977	0.16899999999999998	0.974	2.0	1.0	0.605	205.278	116440
06WySIW5UDIHF2Ri	3JAqNq7ompz6iAQ0u9EJ47	17.0	1985	0.292	0.895	1.0	0.0	0.767	160.28799999999995	248040
06bDXIXGCiYMtcUy	51gzmqjHlsJooPL4jFmqJ9	12.0	2003	0.708	0.423	2.0	1.0	0.228	104.764	285773
06cNniVzUDdwzA03	3yid52W07JTzh7uTRRcQ8z	31.0	1981	0.6659999999999999	0.389	4.0	1.0	0.406	143.958	218760
06jt8puPJmLRwXlT	5JqaLICCQlGGbi9oQphhf2	35.0	2016	0.7659999999999999	0.331	11.0	0.0	0.29100000000000004	67.281	90305
06n2Jt96ct6Ba3U1	6aPKE5VXwqdVXNzuaPQ6QQ	28.0	2018	0.463	0.8	6.0	1.0	0.718	173.761	174533
06pbFHF18RwKu4t1	4rOWMXHuuEzCc06aYR3d6j	34.0	2018	0.574	0.252	5.0	1.0	0.233	140.089	228453
06rteak9Y3tv2Va5	1BWsOxeMx83OrKGCV4gxly	62.0	1971	0.711	0.5760000000000001	7.0	0.0	0.645	120.116	178560
06tDHM4rk2EbHpnT	5hbNSo9Ckl7ku8664sn0Jj	49.0	1963	0.335	0.508	5.0	1.0	0.767	86.29799999999999	159107
06v3fePSdhXxX3NI	2Nb9tg5hiCQJCVcBAERyZR	29.0	2014	0.41	0.484	5.0	0.0	0.208	73.84100000000002	283268
06viA6Rt4KE728nn	2VCUj9lllutAGr3eHaZj5p	24.0	1979	0.647	0.971	9.0	0.0	0.354	142.053	124341
06y9Zku5zFI8iM1Y	2IrMKTpMQhXfDStgUwjB8J	17.0	1988	0.4970000000000001	0.888	5.0	1.0	0.907	147.963	241227
06zhrAWwQitLxdXr	4T8bHoH49wTTrQjYngKYAx	29.0	2010	0.317	0.284	11.0	0.0	0.15	83.51700000000002	302707
071FteQAZNCprAq3	2ufr0Gs4OWL1Uo22EsJDSx	36.0	2017	0.645	0.7240000000000001	4.0	0.0	0.609	148.164	211707
071kpG8MS2veLYAu	6c9xVWbPeVPgrmWTYYeMTr	57.0	2016	0.531	0.7559999999999999	6.0	0.0	0.299	118.954	221000
0732MPqq4gzelgm0	7sH2BA5CKOrjXnspmIDn3j	15.0	2016	0.36	0.72	10.0	1.0	0.382	202.096	291160
077LzyuEoxWv2NZq	03AuvQVLAKUJGb5CTxhT3G	34.0	1991	0.54	0.8029999999999999	0.0	1.0	0.78	137.171	313573
078ndaBUEVsmdOI3	4ZMTbhGcuX5oN3SElR0Am1	7.0	1992	0.439	0.922	0.0	1.0	0.706	130.985	186200
079OXXqfC6koNC3B	0sLLH5jHlpe83v6ToqEvxt	26.0	2007	0.485	0.8490000000000001	9.0	0.0	0.398	146.012	205493
079gjbmpoIvJ7WGQ	6uzAorm9rlMshQ9rjKviNl	47.0	2014	0.685	0.35	0.0	1.0	0.68	133.615	172227
079yVaWfDrL7ulec	0vsuDbZZ7llAd299f0xxc3	53.0	2013	0.464	0.738	9.0	1.0	0.369	119.764	239053
07A6WHsWKFsZSVNk	6b2tTgjluxjK0cy4Bfjoie	8.0	1978	0.6709999999999999	0.383	0.0	1.0	0.565	79.204	162173
07A8gIjr1oCpQQQL	4xEHlCgoKd4RdrS79OPn9y	54.0	2019	0.398	0.154	0.0	0.0	0.155	173.58900000000003	207653
07AjGMk31TkPW3O9	0FWhGmPVxLI6jOVF0wjALa	53.0	2005	0.9	0.845	11.0	0.0	0.914	111.187	427360
07CXv8n4sD9Fy96e	6HLgiwDQ1PxIJtaBTi5Uvi	7.0	2003	0.613	0.234	7.0	0.0	0.259	134.98	353667
07DgzvdwswlSllK2	2kw0yhFSsRtvOvF5UprN8J	33.0	2016	0.741	0.232	4.0	1.0	0.302	114.98	323827
07E0Wiir54qbDB8t	77K5TB5KZmDZCoJCdd1NvE	57.0	1971	0.474	0.0404	9.0	0.0	0.18	119.415	310773
