id	genres
03PbpZwYbPjAUBqB	house,jazz
03QgQw5LI8x5RTQK	rap,hip hop
03SofeSkL5pqrzzo	pop punk,post-hardcore
03ZQb2ctptlPqj4K	pop
03dA0mAJj48nT2ab	k-indie,jazz,k-indie
03gnYayYn8Pp0OAC	northern soul,soul,motown
03hJ2yGcoH3wqxP4	soul
03ouHBQJK0nNWXUQ	hip hop
03v7PvCepe2N5A6V	rock
04De6xuVrG7a4Btw	pop,pop,rock
04FGELz6IwgzTFKA	pop,soundtrack,singer-songwriter
04JRErOFeFlp2r9E	ambient folk
04K5rnl1mJjTaio1	pop,disco
04KHUHlgU8Pg1MAu	britpop,rock,pop
04KIChLwxgxSGbkD	jazz,bebop,jazz,free jazz
04La8lPgQyShB5dr	blues,soul,jazz
04OjszRi9rC5BlHC	experimental,folk,lo-fi
04Q618WBtwDztix8	rap,hip hop
04SlsdFaQIDnfvr9	jazz,jazz fusion
04TPzuBAKQbFsybr	shoegaze
04VQcD5F6IvrHdYv	indie pop
04argIsiFAhp9MdK	folk
04deZCVGi5AOgYIS	rock,emo,punk,alternative rock
04elyRT3sHC2gYJK	synthpop,electropop,electronic
04hRFEZYqKydzBBi	folk,singer-songwriter
04i2mYvUTLAAPOWc	electronic,experimental,witch house,dream pop
04iQE4VyxOcloEVY	electronic,experimental
04iitW3ffa0mhpx3	pop
04k3rCH5GDaZmhj0	synthpop,minimal wave
04nczi4NwZVLrqHX	k-pop,pop
04q3VppIQEET5rzy	trance,trance,vocal trance,electronic
04xUDjAYC14jsHyH	punk,emo,punk,emo
04xnUkMuWlj5eDgn	downtempo
04zfuN5RyJWYXDRH	pop,portuguese pop
0506rdPHUIeypgCP	synthpop,pop,synthpop,pop
052Kz3ZAzDZv1q1N	hardcore,melodic hardcore
053TqfoRuva4bHoj	alternative rock,rock
059KAuaPf20vTwoR	progressive rock,classic rock
059XHCE9DRtxPmRD	mpb,samba
05CDlw5x1u6DiCU4	rock,alternative rock
05EPdUWvKgjEsb7G	folk
05TEjmk7zERb9ifk	rock,comedy,hard rock,alternative rock
05TdCap8Gk4jFhSQ	indie pop,rock
05UIyptPzMsGBJUu	hard rock,funk metal,rock,funk
05UNBlb2uXPMkcN0	thrash metal,metal,speed metal
05XsL40AXmzjNMtr	pop,new wave
05YiBMImmBZ7ETrk	hard rock,rock,classic rock
05dfzMdtNY6j9ru4	electronica
05eO5MtW4pezH5XU	shoegaze,indie rock,post-punk
05jXxX3fLknEmiqi	post-hardcore,screamo,metalcore,hardcore
05kPnJrEqt4aSFwt	pop,rock
05m78XTGJ0C81Fdw	gothic metal
05m8Scx2aFwkq6mV	indie rock,rock,indie pop,indie rock
05ogun9U0TYSNQDO	rap,hip hop
05wN07o5FaCodFNW	soundtrack
061VAra6dcMmBNrv	synthpop,electronic
0632Mc6uw64xV8nF	pop punk,rock
063UJy9rv6oq9Mqg	alternative rock,rock
067ZDTJ63pkB5cbb	rock,new wave
069HWkkBEUhf5COD	pop rock,pop,pop rock,pop
069ypVgJl2FDc1F1	pop
06AGErQNQo09uQYU	dream pop,shoegaze,electronic,shoegaze,dream pop,electronic
06DtRAZohpZIYvDq	alternative rock,progressive rock,rock
06Ea7ZmF5wNljc0O	soul,rhythm and blues
06HvNTU9M9lnH71I	jazz,easy listening,swing
06L9OJ5nRqKnO2q9	smooth soul
06RbXqS3HIr791iJ	synthpop
06SC55N0G2GjCNuS	rock,progressive rock,classic rock,art rock,rock,glam rock,classic rock
06STi7RGcsQIBCjD	ambient,noise,drone,drone,ambient,noise
06W5HKRMchnJC1qv	punk,rock
06WySIW5UDIHF2Ri	alternative rock,indie rock
06bDXIXGCiYMtcUy	electronic,synthpop,new wave,electro
06cNniVzUDdwzA03	new wave,electronic
06jt8puPJmLRwXlT	rap,hip hop,rap
06n2Jt96ct6Ba3U1	indie rock,rock,alternative rock
06pbFHF18RwKu4t1	jazz,blues,pop
06rteak9Y3tv2Va5	singer-songwriter,pop,soft rock
06tDHM4rk2EbHpnT	jazz,easy listening,pop
06v3fePSdhXxX3NI	synthpop,electronic,post-punk
06viA6Rt4KE728nn	anarcho-punk,punk
06y9Zku5zFI8iM1Y	noise,electro,experimental,post-punk,experimental,electronic
06zhrAWwQitLxdXr	folk
071FteQAZNCprAq3	jazz,big band,ragtime
071kpG8MS2veLYAu	post-hardcore,metal,rock,hardcore
0732MPqq4gzelgm0	pop,pop rock,rock
077LzyuEoxWv2NZq	experimental,avant-garde,ska
078ndaBUEVsmdOI3	pop
079OXXqfC6koNC3B	emo,post-hardcore,alternative rock
079gjbmpoIvJ7WGQ	country,country,folk
079yVaWfDrL7ulec	rock,southern rock,indie rock
07A6WHsWKFsZSVNk	mpb,experimental,mpb,experimental
07A8gIjr1oCpQQQL	blues,soul,singer-songwriter
07AjGMk31TkPW3O9	rap,hip hop
07CXv8n4sD9Fy96e	mpb,samba
07DgzvdwswlSllK2	folk,mpb
07E0Wiir54qbDB8t	folk,singer-songwriter
07EiCOnfR8BWkGXh	rap,crunk
07JdCu6dCcvcW64b	emo,screamo,post-hardcore,hardcore
07JhtfVVlSifEGu6	jazz,soul,vocal jazz
07NA52l7qNF30nxE	grunge,rock,alternative rock
07QRvQw4sk50K7ZS	spanish rock
07RafqaqVSvbZgkr	stoner rock,alternative rock,rock,stoner rock,alternative rock,rock
07Sx1SuPHVwxCJB5	alternative rock,post-hardcore,punk,hardcore
07ZlFqYMMkcui1ha	rock,rock,alternative rock
07bR4m5Oo4lvHJFW	electronic,ambient,downtempo
07egxJjsCVK1NQYA	soul
07gyukIu34j72Ujt	pop punk,rock,alternative rock,emo,pop rock
07kbgk3Au4WyGHs7	nwobhm,metal
07kkTL6AEcAHgI9M	hard rock,rock
07l6L5MP8ZGyOs1H	indie rock,post-punk
07qIMK4LPj4gT40H	alternative metal
07qxWvKCXR9hamHv	soul,electronic
07vFe4qlKfcEAW44	britpop,singer-songwriter,rock
07wMWSylLpoThQWD	rap
07x6lrZgOppJvzmw	nu disco,electropop,house,new wave
07xF9Q0K1t3ist7K	latin
07xcBM8z6t2AD9LP	industrial metal
07yQ7X6NLRdax13b	classic rock,pop
083o6BTQGwgM2L49	alternative rock,rock
086rZE7CKmYfYCGg	indie rock,stoner rock
087FaYjmGug8BP5A	electronic,new wave,synthpop
089LVMgimaHdtHoB	pop,ambient
089XpXWesGtVd3gz	progressive rock
089YVppIyuY7ouBj	pop rock,pop,country
08GEvjq3HFO6WRNR	industrial,electronic,industrial rock
08IqqLAe7gGB9bDJ	pop,indie pop
08L3yHF7hDfGpfQF	new wave
08P6BBGpG8Gt6Vbx	grunge,rock,grunge,rock,alternative rock
08QtcDK0rtDFogFP	electronic
08REaIv7ArjY0scW	gothic metal
08WR53LGwIIC5rOS	rock,ska,pop
08YRjFhygbKD2ddu	reggae
08cN8oXwIYoUACWP	rap,emo
08d9WncYqwpgHuAE	jazz,pop
08dDspNuBDh8GOqV	progressive rock,classic rock,rock
08dzAKoaqjhyOunF	folk,indie rock,reggae
08gdfPFeDZVl1U9P	thrash metal,metal
08hJNPwNZPqt7zsw	pop,electronic
08hnvrsSdmqDkZI7	black metal,progressive metal
08ldd51HFMBOdTb5	power metal
08mB1OdXm6t45Mme	soul,k-pop,hip hop
08qUOEWDMXI6eExP	pop,rock
08rMHO1Q4u44Ad7L	oi,punk
08swBeDr2z5RedVT	pop
08v0FvF1HMmprM3l	metalcore,metal,hardcore,melodic death metal
08zwg9e6EyoOLKAt	hard rock,classic rock,rock
090uzuvKNs2Lia38	funk
091E0oFGS6sBravV	hardcore,hardcore punk,straight edge
094iXQQOkC8wyLde	indie rock,rock
096Ah0Td5vLfcIgE	funk,soul
096D4MtepS0WeEkI	folk,singer-songwriter
09AOCIB5yktoz8B5	indie pop
09I4YQcdsw1PVXh8	pop
09KsPOlYFGFhhNyc	progressive metal,hard rock,metal
09O9TZfv41poOgLu	indie pop,singer-songwriter,indie pop
09OFtpTVDoedoEfG	punk
09OveAcM2Xu5xSzN	alternative rock,rock
09P9CUiyEWYbGmfV	soundtrack
09PanJdaeJ98j0Pv	shoegaze,blackgaze,post-black metal,post-rock,shoegaze,black metal,post-rock
09W5uzCuSKLQeyIC	electronic,ambient,techno,electronica,minimal,electronic,minimal techno
09WNjzV6VqIUG2WA	hard rock,classic rock,hard rock,classic rock,rock
09aWqN5dUx71Ypi2	pop,disco
09dys4xGPz7QSAK8	pop
09g8LBVpv3igNHfX	folk,singer-songwriter
09gv6QNbyXON5d0A	progressive rock,spanish rock
09kfPeHJOBfdGRlC	punk
09latnlcbKIe4KkF	krautrock,experimental,progressive rock
09mWmQm7ixF4cCjx	metalcore,post-hardcore,hardcore,metal
09qyQ5Mws5l0mybs	pop
09sQQ4Vuv3Yo0im2	alternative rock,pop punk
09uARho9w97Dfzgb	singer-songwriter,rock
09x1tVvfWezpMRdM	hardcore,post-hardcore,experimental,metalcore,post-hardcore,experimental,hardcore
09xsSB9n4a4B9x4U	britpop
09zRPbUiTrBZJoi2	ambient,soul
0A0ol37RC6yxfazS	rock,alternative rock,polish rock,rock,alternative rock
0A2SGcPC1FWKGZIe	indie rock
0A5hn2Tk34p1g4ZU	pop,pop
0AAp799NQ2h8PwTA	pop,chamber pop
0AAuhXBDMY5N5Sbl	experimental
0ABJBF49m5WXiVC1	lo-fi,techno,indie pop
0AFG5X7JNVK333c3	soundtrack,classical,soundtrack
0AIAF3GNPCTTkYxt	pop,edm
0AJ9DDO0qcTw5Ns3	country,country pop
0AJzNGBCKi2IphZ8	rock,indie rock
0AKrqUhs8ZnvrERS	rock,classic rock,hard rock,glam rock,classic rock,rock,hard rock
0ARggeKq773sDdau	funk,afrobeat
0AU0h5w9DtNGCYix	funk metal,alternative metal,alternative rock
0AUKdqKreusplDjG	rock
0AUV4mCpGOuuWNUX	thrash metal,metal
0AUY7ibNAw87xgtA	pop punk,pop rock,pop,rock
0AV021POHUFH20jt	rock,soul
0AW4tvOr8GNsJOWT	garage rock
0AWz1nDGgc77M5Iv	gothic rock
0AXuSUdG0e6nSpuH	electronic,glitch,techno
0AYTHlmiiJ2Fw4lw	post-rock,ambient
0Ac9BENyp3oekNpb	sludge metal,doom metal,metal
0AcYo3dBqDqK0VV7	forro
0AefB7IERXOmeMCM	electronic,house
0AgsubwWOBMlh2kn	j-rock
0AgwluN9W0lyHWSX	pop
0AiBI7Zr1Rtk6peL	classic rock,folk rock
0Aiob7g7f2cly9qw	progressive rock,psychedelic rock,space rock,progressive rock,progressive metal,rock
0AkSP5ELIE58PRhf	pop
0AlGixL2NbCGPjzq	britpop,madchester,rock
0AliCdn6erZdBf2S	alternative rock,rock,grunge
0AnOojGcrMBtFxQi	pop,rock,pop rock
0AopqgOXmvIQeKse	easy listening
0ApJhZ4pLRcdFh9I	melodic death metal,metal,death metal
0As2PnqzlNLJby6j	no wave,post-punk
0At7AvzV5kHCJvIj	rock,indie rock
0AwfifWK4bGQ9BHN	rap,hip hop
0B17OyBaAAQHiZPf	pop
0B2bXOAXyevoV57H	alternative rock,rock,alternative rock,rock
0B78wdYmjKnObmoE	emo rap,electronic,emo
0B82E0puRgXxxPTn	pop,soul
0BAuGlXt08pK8FZI	shoegaze
0BFr2vVBvPuBpIRP	reggae,pop
0BGo4WmW6kmsZBK0	punk,hardcore
0BHQpSlNFgsZHaZE	industrial metal,metal,industrial,rock
0BMqZf3ufFWLUPF5	industrial,ebm,electronic,electro-industrial,aggrotech
0BNhHXgSf5vdt8Zz	new wave,rock
0BNlUFeemdBKefcG	drum and bass,electronic
0BOXhdc7gj5c6FO0	jazz,blues
0BOfpnljgDlsgqz6	soul
0BSVVAgpafutTBV8	post-rock
0BU53pWjGL5lJHnv	pop,country,new wave,rock
0BVyGvdW4ntQDEcu	rock,alternative rock
0BYvhImCgmjNk5Tp	blues,spoken word,soul
0BZ5l1K3H4yx4qCn	post-punk
0Ba0XoYTHcxaNBuc	nu metal
0BdOzHVhrMWq767R	pop,soul
0BgH3QxyhVJlejdA	singer-songwriter
0BlvwUDitDAA0tVv	medieval
0BmQ2aeeFLVnAY2k	futurepop,ebm,electronic,industrial
0BrLQlzvx1Xp0m4l	dancehall
0BrxCsF3dd6VPd5f	alternative rock,rock,pop,britpop
0BupEjFaWslx6BiO	rock
0BvezEqvTD2gg9On	shoegaze,post-rock,post-black metal,blackgaze
0Bxz6n8PiWz84P5t	soundtrack,broadway
0C2KotdT5BSU3UzB	electronic
0C3hl6iMTRGD9WOE	death metal
0C3iDuVR1ZWWLWLS	rap
0CA4qkqqM29vu6ru	mpb,bossa nova
0CAPxz6r4T8WvkRb	pop
0CCR0R8sEGMDQSsU	britpop
0CJwNNthAtbk3RR5	rap metal,metal,hard rock
0CMMiPxaZGFeoumH	progressive rock,hard rock,classic rock,rock
0CPaPC9EPaEERWha	k-pop,k-pop
0CR53RjbkjqkCHe4	soundtrack,rap
0Cat84jO1v3bXluU	jazz
0Ce65aGBdopLx76Q	spoken word
0Ci7sMniNrpfG4wq	rock,pop punk,punk,alternative rock
0CkeoXfvttxHJBpY	new wave,rock,classic rock
0CkkjxzAsaEnCq6E	folk,country,pop
0CkwHBY8u5XCeSjK	downtempo,electronic,lounge
0ClFilFdjb8qQi9q	synthpop
0ClxJuVidzYn2gDu	pop punk,emo punk
0ClyIUXXdfGVIvX8	hip hop
0CoQb1esvFWuTfmT	eurovision
0CqZ4DcPLbgOlxOk	reggae
0Cr3sL3tYNRD6lCN	pop,french pop,electronic
0Cweeu5lrQVwRuAk	progressive rock,doom metal
0D3pL5p5GkM7IAZd	soul
0D5pTABFoei7TJZi	calypso
0D8X8Iq01Uh5HCqS	electronic,chillwave,electronic,lo-fi
0DANaW6XgBRYfiET	soul,funk
0DDGPJTcQaNL45dy	latin
0DK73MrYbI4Igj7z	punk
0DKe24hOOsmZ5sNf	rock,alternative rock
0DLh1XyzcsQU0zK5	pop
0DMABfx807TVXBQO	synthpop
0DNKXcAGmMYmJdjP	rock,pop
0DR3x5EsFztXPdEl	lo-fi,beats,ambient
0DUSVxM1tkdQNneP	rap
0DVHWGpK3UXImc7D	alternative rock,rock
0DXkmUpDJT0AyerU	rock,emo,punk,alternative rock,emo,rock
0DYF07K5Z8yl0qqm	progressive rock,new age,rock
0DcyCiJ5VoQxqK4r	future garage,downtempo,uk garage,electronica
0Dd5RDHMpW8UPNy1	blues,rock
0Dd5w8GFvehfHJIX	soundtrack,soundtrack
0DdUB31Xhf8a86aS	latin pop,pop,italian pop
0Df8PLjiYYu00yeu	rap,hip hop
0DgZlQ8A5OuusSC0	electronic,indie pop
0DjU7vZx56D9cK3K	new wave,pop rock
0DoZih5Whk51H72t	electro
0DvJEWH3NxZ0RAJM	metalcore,melodic death metal,metalcore,hardcore,melodic metalcore
0E1zWP8MXmbXfTTX	trip hop
0E2e2LRWrhzEKVEZ	post-punk,rock,post-punk
0EDVbY3eDRQ28s0i	punk,rock,alternative rock
0EDhEGuFXq4puFg5	classic rock,progressive rock,rock
0EFOndjOedN4bvvT	folk
0EH41J9Yur5x0FNv	indie rock,rock
0EHJJpUy791PtSpO	folk,folk,singer-songwriter
0EL4m7yviajIov3C	electronic,experimental,lo-fi
0ELB6IeNBK2Z2qc2	pop,downtempo
0EQ0cmLC3LQjFtH2	k-pop,k-pop
0ESYfQjxYTmjmeMv	pop,pop
0ETqPmQY3pMajKLT	reggae
0EVEKKlvBiB0Dkge	post-hardcore
0EaLv56bb9VaHCT7	screamo,hardcore
0Ec3IG2H3j1oG5hG	eurovision
0Ecbi6KV3e1iZNiy	classic rock,southern rock,rock,blues
0Ee0tcGxp52slvH3	pop,pop rock
0Eerh0X8W64EbrM9	britpop,rock
0EkeANTAetzZFrjm	post-hardcore,alternative rock
0EmaTlfeeWjgxlW8	pop,latin pop
0EoiY1vEVwSXLH1u	mpb
0EpKmvAtKRgZaLfK	soul,blues,soul,jazz
0ErgkGndml1Pd5l1	progressive rock,gothic metal,psychedelic rock,progressive metal
0EuO5haquYP18qt5	doom metal
0Ev84ceMs40159oJ	indie rock,rock,alternative rock,indie rock
0EvGCDSvdzIZdcQ3	mpb,pop nacional,mpb,pop
0ExIPg8J0CGcdKtb	hard rock,metal
0F1gwgP6liZPtAOM	pop,pop rock
0F2eAd7UvPJspUF6	rock,lo-fi
0F39d49zHUjinPGN	experimental,dark ambient,ambient
0F5ITSxH0rBegwve	classic rock,rock
0F5Ij3LW657i5XT2	post-rock
0FBYAHnVYyF7w6Vm	rock,alternative rock
0FBlMTDPwosdiPvP	downtempo,electronic,lounge
0FDkablgTBYukNDg	jazz,jazz piano,blues
0FEO2NbN1CfEKW1b	shoegaze,indie rock,post-punk
0FK9SM3bDg5uG5x2	samba
0FLJ1PhVH75V57fV	rock,alternative rock,hard rock
0FNwKxVrUitlZs6a	melodic death metal,death metal
0FPa8ByEN6HkA3uY	contemporary classical,neoclassical,ambient
0FQLqgPftZzFMUug	electronic,breakbeat,ambient techno
0FRbAryyGkmjiLe3	progressive black metal,metal,black metal
0FUKBmuv1YS9QOX6	hip hop,rap
0FUVOmkmLDVyLs4U	rap,emo
0FXWISSOv1EoBv3k	indie rock,rock
0FbB6l6wAEh8Enoe	latin pop
0Fcbz07exUEhUA6n	thrash metal,metal,slayer
0FfoKa4zHXdvTsgU	indie rock,rock
0FgcBBVKnRmxgYYd	pop,electronic,synthpop
0Fj6m7LC9RJPbEVA	electronic,synthpop,post-punk,experimental
0FjFh3D1bjxE7ZkF	hardstyle
0FjqCH4IA4PmErzQ	indie rock
0FpjxBE5dl3COPEZ	rock,glam rock,classic rock
0Fqsheuu9F385GxH	rock
0FrSIyLbqMyWdRxT	pop,indie pop,pop,indie pop
0G3vOJJKJ3AKTawB	rock,alternative rock,funk rock
0G4iJYH5EvC5xBDB	k-pop
0G9J6kpz4YdaLQDt	indie rock,rock,indie rock
0GBoaHYsRMZ6WREl	indie rock,alternative rock,rock
0GIVzSxKobe3OuKt	electronic,experimental
0GJX3G5gLKPHy0E8	electronic
0GNFGwOsw6eO2n0q	blues
0GNkLyTPgeBdkJVm	funk
0GOUjjayzUo2a0Jt	indie rock,lo-fi,indie pop
0GP1dLxK8DlqoMEt	lounge,downtempo
0GRANWWZNiX9NnCa	pop punk,pop rock,pop punk
0GSZdlfEQcmt0S8t	rock,hard rock,classic rock
0GUOEYyM1c9G8gDN	soul,funk
0GXFJIihJt7XsykH	experimental
0GYLFSeBtPNKS6kI	anime,j-rock
0GZwpGtyEwc6jocl	alternative rock,rock,electronic rock
0Ga9yAac74BuCT9y	punk,rock,emo,alternative rock,punk,rock
0GdNEDW8Vwu78LXE	electronic rock
0Ge3CvYq3qyaw2lw	rock,indie rock,experimental
0GiJDgr0yn2ctll9	folk,alternative metal,melodic death metal,nu metal,metal
0Gj4pqFby71rvq08	soul
0GkblTcyQYnkH43M	electronica
0GlVSEtWUO3b7R2Z	pop
0Gles5F6QSMmHnzT	synthpop,ebm,electronic
0GnTDgYjq26RBVmW	remix
0GohjZ4zTigF1LeU	synthpop
0GsHFlKMZFCJQah6	progressive metal,progressive rock,experimental,ambient
0GtCWoZJZQiQ7vqk	contemporary classical
0GzyFPRfm2cwXzHR	soul,jazz
0H7XMl7I8tj6drVp	mpb,bossa nova
0H7nBnNHtv1Ycxbn	pop
0H8mTIDVcQCvRhSa	gothic rock
0H8rIoGIeSFQ9gyM	reggae,pop
0HA0ogRFA0jHan9J	pop
0HC74wPDBjTDRbbt	rock,classic rock
0HJfmKrUozpxxVQa	k-pop,pop,k-pop
0HK458ByhyqwQ85B	power pop,rock
0HKpgdKOBFFemSFL	disney,pop
0HNR1qVIupbvHhj7	pop,latin pop
0HNfZ7NMpnEWYRjW	pop
0HNuxBP54vQhSmyJ	indie pop
0HOiJhLFaqgiuYCr	hip hop
0HRtJTwCvvJM0opL	post-rock,post-rock,ambient
0HVsexafmcSwZqgj	electronic
0HWv0cZCpZofu2v9	rap
0HX8jSRgYIwsOD6M	latin,soul
0HaCOXEdLTASrU4P	post-hardcore,emo,screamo,rock,emocore
0HaIHM6yQf8lnxUz	shoegaze,dream pop
0HcKM5oFjcxl83iv	hard rock,metal
0HdE7LAd3rj7BSvj	progressive metal,folk,progressive rock
0Hdiv1EAfnhkWiUw	k-pop,girl group,pop
0HgW023MsiWkLsEb	viking metal,melodic death metal,death metal,metal
0Hhuy13DlIS8loEY	rock
0HiVOxdtMaaLETnJ	post-hardcore,punk
0HjWQPyEQDCngDxB	metal
0HuphHQmeLnACtME	jazz,jazz fusion,funk,jazz funk
0Hv4ymzXxkbZ42S6	pop,electronic
0HxK3MxPywqxUgae	depressive black metal,post-black metal
0Hxgv7xgxVyFcHIb	classic rock,rock,progressive rock
0Hy6OyiGTK9VRort	hardcore punk,punk,hardcore
0IGMFBtZCxXxnJGm	rock,alternative rock
0IHLofrMJzg363KW	pop,indie pop,folk
0IHQDwO3FnNYE7VY	pop
0IK13zmUFjogFNQh	pop,electronic,synthpop,indietronica
0IK9cttF7mdKZT5c	mpb,soul
0IOVWAhbdf1CsekA	progressive rock,classic rock,rock,psychedelic rock
0IPREOJ2ZsQuh3rL	lounge,ambient
0IPZZ0C1jsb4pr4Q	indie rock,alternative rock
0IQ5yP8V5Gbi1O5G	lo-fi
0IRDNq4ZrxpYgIfM	drum and bass
0IWSvKeEXKGWLDcA	pop punk,rock
0IYvNTlpszdytL8d	pop,latin pop,latin
0Id4Unmb5R1JTGbO	chiptune,soundtrack,video game music
0IhIecOb9mrGD2rd	pop,electronic
0IiI6BfZaIYQ8nYI	reggae,pop
0IjyhorbIlG9B7IM	alternative pop
0IlEz6IfgQ9Y3Zh1	electronic,soundtrack,electro,electronica
0Imk5d70hyWT3a3Q	glam rock,classic rock,rock,progressive rock
0InZHbfp13YiYuYW	j-pop
0Ip1ZtKZGfQwxD0n	electronic,indie pop,electropop,dream pop
0IpinxpjEcBOfrok	electronic,big beat,techno,electronica
0IqeNloQ3SuH1b4V	singer-songwriter
0IvVH5QiuSlT1byZ	grindcore,grindcore,deathgrind
0Ix0YM3rmFboLmtx	house,bass music,outsider house,house,chillwave,disco
0J0Npw045rGcsdmV	electronic
0J0w2zXsrbRWzPrL	electronic
0J164w5RqXfpVSfm	rap,hip hop
0J2vIjPtMMTqcD6q	rock
0J6RDwwu8Xqhfulz	indie rock,rock
0J6gLCPfLmW3wXgG	mpb,psychedelic rock
0J9UQ9GC3VO4l3oU	classic rock,blues
0J9njLjqpRfo3rbn	post-rock,ambient,experimental
0JA2xmcpDWN55caD	electronic,alternative pop,synthpop
0JD8zXCdku6KeBIk	house,lounge,electronic
0JDTGTmM7KbmMJxq	folk,singer-songwriter
0JG1WBRpb3phDMdX	breakbeat,breaks,electronic,electronica,breakbeat,electronic,breaks
0JM7gJvXz1gFztDo	blues,folk,rock,folk,singer-songwriter,classic rock
0JMA4Az4w48jzMpB	hard rock,rock
0JMKTbpUY1GXdhOa	pop rock,rock,power pop,pop
0JOPhC8RaJBnAFGw	classic rock,rock
0JRuSwu7qYXs5liF	soul,blues
0JUCpN3tBTqrudW7	jazz piano,jazz
0JYaNceX5H5sSUJi	pop
0JYm0CDLdj6RhBdg	downtempo,soul
0JYtXY3CuqIzHvfy	latin pop
