id	lang
0CR53RjbkjqkCHe4	en
0Cat84jO1v3bXluU	INTRUMENTAL
0Ce65aGBdopLx76Q	en
0Ci7sMniNrpfG4wq	en
0CkeoXfvttxHJBpY	en
0CkkjxzAsaEnCq6E	en
0CkwHBY8u5XCeSjK	en
0ClFilFdjb8qQi9q	pt
0ClxJuVidzYn2gDu	en
0ClyIUXXdfGVIvX8	en
0CoQb1esvFWuTfmT	en
0CqZ4DcPLbgOlxOk	pt
0Cr3sL3tYNRD6lCN	fr
0Cweeu5lrQVwRuAk	en
0D3pL5p5GkM7IAZd	en
0D5pTABFoei7TJZi	pt
0D8X8Iq01Uh5HCqS	INTRUMENTAL
0DANaW6XgBRYfiET	en
0DDGPJTcQaNL45dy	es
0DK73MrYbI4Igj7z	en
0DKe24hOOsmZ5sNf	en
0DLh1XyzcsQU0zK5	en
0DMABfx807TVXBQO	en
0DNKXcAGmMYmJdjP	en
0DR3x5EsFztXPdEl	INTRUMENTAL
0DUSVxM1tkdQNneP	pl
0DVHWGpK3UXImc7D	en
0DXkmUpDJT0AyerU	en
0DYF07K5Z8yl0qqm	INTRUMENTAL
0DcyCiJ5VoQxqK4r	en
0Dd5RDHMpW8UPNy1	en
0Dd5w8GFvehfHJIX	INTRUMENTAL
0DdUB31Xhf8a86aS	es
0Df8PLjiYYu00yeu	en
0DgZlQ8A5OuusSC0	en
0DjU7vZx56D9cK3K	fr
0DoZih5Whk51H72t	INTRUMENTAL
0DvJEWH3NxZ0RAJM	en
0E1zWP8MXmbXfTTX	en
0E2e2LRWrhzEKVEZ	en
0EDVbY3eDRQ28s0i	en
0EDhEGuFXq4puFg5	INTRUMENTAL
0EFOndjOedN4bvvT	en
0EH41J9Yur5x0FNv	en
0EHJJpUy791PtSpO	en
0EL4m7yviajIov3C	en
0ELB6IeNBK2Z2qc2	en
0EQ0cmLC3LQjFtH2	ko
0ESYfQjxYTmjmeMv	en
0ETqPmQY3pMajKLT	pt
0EVEKKlvBiB0Dkge	en
0EaLv56bb9VaHCT7	en
0Ec3IG2H3j1oG5hG	en
0Ecbi6KV3e1iZNiy	en
0Ee0tcGxp52slvH3	en
0Eerh0X8W64EbrM9	en
0EkeANTAetzZFrjm	en
0EmaTlfeeWjgxlW8	es
0EoiY1vEVwSXLH1u	pt
0EpKmvAtKRgZaLfK	en
0ErgkGndml1Pd5l1	en
0EuO5haquYP18qt5	en
0Ev84ceMs40159oJ	en
0EvGCDSvdzIZdcQ3	pt
0ExIPg8J0CGcdKtb	en
0F1gwgP6liZPtAOM	pt
0F2eAd7UvPJspUF6	en
0F39d49zHUjinPGN	en
0F5ITSxH0rBegwve	en
0F5Ij3LW657i5XT2	INTRUMENTAL
0FBYAHnVYyF7w6Vm	en
0FBlMTDPwosdiPvP	INTRUMENTAL
0FDkablgTBYukNDg	en
0FEO2NbN1CfEKW1b	en
0FK9SM3bDg5uG5x2	pt
0FLJ1PhVH75V57fV	en
0FNwKxVrUitlZs6a	en
0FPa8ByEN6HkA3uY	INTRUMENTAL
0FQLqgPftZzFMUug	INTRUMENTAL
0FRbAryyGkmjiLe3	en
0FUKBmuv1YS9QOX6	en
0FUVOmkmLDVyLs4U	en
0FXWISSOv1EoBv3k	en
0FbB6l6wAEh8Enoe	es
0Fcbz07exUEhUA6n	en
0FfoKa4zHXdvTsgU	en
0FgcBBVKnRmxgYYd	en
0Fj6m7LC9RJPbEVA	en
0FjFh3D1bjxE7ZkF	en
0FjqCH4IA4PmErzQ	en
0FpjxBE5dl3COPEZ	en
0Fqsheuu9F385GxH	en
0FrSIyLbqMyWdRxT	en
0G3vOJJKJ3AKTawB	en
0G4iJYH5EvC5xBDB	ko
0G9J6kpz4YdaLQDt	en
0GBoaHYsRMZ6WREl	en
0GIVzSxKobe3OuKt	en
0GJX3G5gLKPHy0E8	INTRUMENTAL
0GNFGwOsw6eO2n0q	en
0GNkLyTPgeBdkJVm	pt
0GOUjjayzUo2a0Jt	en
0GP1dLxK8DlqoMEt	en
0GRANWWZNiX9NnCa	en
0GSZdlfEQcmt0S8t	en
0GUOEYyM1c9G8gDN	en
0GXFJIihJt7XsykH	en
0GYLFSeBtPNKS6kI	ja
0GZwpGtyEwc6jocl	en
0Ga9yAac74BuCT9y	en
0GdNEDW8Vwu78LXE	en
0Ge3CvYq3qyaw2lw	en
0GiJDgr0yn2ctll9	en
0Gj4pqFby71rvq08	en
0GkblTcyQYnkH43M	en
0GlVSEtWUO3b7R2Z	en
0Gles5F6QSMmHnzT	en
0GnTDgYjq26RBVmW	en
0GohjZ4zTigF1LeU	en
0GsHFlKMZFCJQah6	en
0GtCWoZJZQiQ7vqk	INTRUMENTAL
0GzyFPRfm2cwXzHR	en
0H7XMl7I8tj6drVp	pt
0H7nBnNHtv1Ycxbn	en
0H8mTIDVcQCvRhSa	en
0H8rIoGIeSFQ9gyM	en
0HA0ogRFA0jHan9J	en
0HC74wPDBjTDRbbt	INTRUMENTAL
0HJfmKrUozpxxVQa	ko
0HK458ByhyqwQ85B	en
0HKpgdKOBFFemSFL	en
0HNR1qVIupbvHhj7	es
0HNfZ7NMpnEWYRjW	en
0HNuxBP54vQhSmyJ	en
0HOiJhLFaqgiuYCr	en
0HRtJTwCvvJM0opL	ru
0HVsexafmcSwZqgj	en
0HWv0cZCpZofu2v9	pt
0HX8jSRgYIwsOD6M	es
0HaCOXEdLTASrU4P	en
0HaIHM6yQf8lnxUz	en
0HcKM5oFjcxl83iv	en
0HdE7LAd3rj7BSvj	en
0Hdiv1EAfnhkWiUw	ko
0HgW023MsiWkLsEb	en
0Hhuy13DlIS8loEY	en
0HiVOxdtMaaLETnJ	en
0HjWQPyEQDCngDxB	en
0HuphHQmeLnACtME	INTRUMENTAL
0Hv4ymzXxkbZ42S6	en
0HxK3MxPywqxUgae	en
0Hxgv7xgxVyFcHIb	en
0Hy6OyiGTK9VRort	en
0IGMFBtZCxXxnJGm	en
0IHLofrMJzg363KW	en
0IHQDwO3FnNYE7VY	en
0IK13zmUFjogFNQh	en
0IK9cttF7mdKZT5c	pt
0IOVWAhbdf1CsekA	en
0IPREOJ2ZsQuh3rL	INTRUMENTAL
0IPZZ0C1jsb4pr4Q	ja
0IQ5yP8V5Gbi1O5G	en
0IRDNq4ZrxpYgIfM	en
0IWSvKeEXKGWLDcA	en
0IYvNTlpszdytL8d	es
0Id4Unmb5R1JTGbO	INTRUMENTAL
0IhIecOb9mrGD2rd	en
0IiI6BfZaIYQ8nYI	en
0IjyhorbIlG9B7IM	en
0IlEz6IfgQ9Y3Zh1	INTRUMENTAL
0Imk5d70hyWT3a3Q	en
0InZHbfp13YiYuYW	ja
0Ip1ZtKZGfQwxD0n	en
0IpinxpjEcBOfrok	en
0IqeNloQ3SuH1b4V	en
0IvVH5QiuSlT1byZ	en
0Ix0YM3rmFboLmtx	INTRUMENTAL
0J0Npw045rGcsdmV	en
0J0w2zXsrbRWzPrL	fr
0J164w5RqXfpVSfm	en
0J2vIjPtMMTqcD6q	en
0J6RDwwu8Xqhfulz	en
0J6gLCPfLmW3wXgG	pt
0J9UQ9GC3VO4l3oU	en
0J9njLjqpRfo3rbn	INTRUMENTAL
0JA2xmcpDWN55caD	en
0JD8zXCdku6KeBIk	en
0JDTGTmM7KbmMJxq	en
0JG1WBRpb3phDMdX	INTRUMENTAL
0JM7gJvXz1gFztDo	en
0JMA4Az4w48jzMpB	en
0JMKTbpUY1GXdhOa	en
0JOPhC8RaJBnAFGw	en
0JRuSwu7qYXs5liF	en
0JUCpN3tBTqrudW7	INTRUMENTAL
0JYaNceX5H5sSUJi	en
0JYm0CDLdj6RhBdg	en
0JYtXY3CuqIzHvfy	es
0Jb0KFj72E7YBx82	en
0JbYcELIqpMPvAHk	en
0JcCJhP1jq7Ubg46	en
0JcsGXaF7vkn8dbc	en
0JiW0iCMp9ANbmUy	en
0JoO3jko0CE4oI0Q	en
0JsnxxPfur3JHSE3	ru
0JtMllx4BGVKFLku	en
0JxOPeLv6rBhDdLJ	en
0JzBXP7jeu2eaVnN	en
0K2vsBA9smDZxKno	en
0K3SrhMknjp3HCQg	en
0KB2oDGnVPe4ILIQ	en
0KBJrLAvOGjlI8lQ	en
0KCKfuT1WBmCPnUp	en
0KCUJoNrqrGSeVpv	lt
0KEwSB8tPsFGrv8I	en
0KFrdUu2GwrEei6T	en
0KHXL7TM0W5cfumg	en
0KHYnW37DPN1dkRi	en
0KITsGZP4GL9qQh4	en
0KJ3RQhIgxlRNbyU	en
0KJfAxxm7KHbGGEk	pt
0KKsedV8sK5aZFLE	en
0KNP9oaxUKRXjUd2	en
0KOv3EoUrvcNxJWf	en
0KSI1tr3kzFtlBre	en
0KUmw4IWtJ3hUu2F	en
0KWBvoxQeqLZtb8g	en
0KWh2HaB5GR4eAyK	INTRUMENTAL
0KZY6uHXFFfXn0Hm	es
0KayKgaKUt60EUe4	de
0KdFm5RoTRBZVfJ6	es
0Kdq3l3gHxgkoTt6	en
0KeDYbSVf1Z9CKR0	en
0KecADvtxCq0L0p9	INTRUMENTAL
0KgRFFaF0Wn5XX8S	pt
0Ki5X2aXeT39ibBA	en
0Kl6hBnpljOPmepP	en
0KmlaDOuqH915vPw	pt
0KmsAtX56jWKceiy	en
0KoN26qRRG87S33t	en
0KqTr6gQBbWPkF6p	en
0KqrGP4DTwzARHZO	de
0KrfpITRYCMTHZno	en
0KsVp5n0WhgcwczC	en
0KskQ1PxHKVrtS0U	en
0KtUZOqkXcs5Q4Cn	en
0KtVngQ3MYfJDlFc	en
0Kwg0JkL3PmQSm4K	en
0KwtpZSjijWwXmD6	en
0Kwwwn6C2rN5mXYK	en
0L0vUMdOuWdSFSor	en
0L1sJ0nioHus9zd2	en
0L3DIHTyiuoXQ3qQ	en
0L5SqxezE6ryTWBk	INTRUMENTAL
0L6pPYH4e3HcFSF4	es
0L7SiX9rxLK9FaP5	en
0L7m31pwCt6JZWJQ	INTRUMENTAL
0LAm6RiCVmW0kxld	pl
0LAwgvoLiTL7jA8y	pt
0LDUd7bBtTJQwlMG	en
0LDzm4pm9BXyeeH8	en
0LFQMQ0Zx2oKHVJO	en
0LH3VqBElGm7E6CI	en
0LKmbA8Jhf0HyVJ9	en
0LLh2zPKKuQFgz4c	en
0LM5xA3R9GwCS1Mf	en
0LSUejQYM3CNyFvB	en
0LTSTWXeUBQmy3OR	en
0LVIXYZOkSWBHkhN	en
0LZdcvMJHDWZyVDS	en
0Lgc4YsFJTKIOTZQ	en
0LiOa4GcetqvHZAz	en
0LiOzxBZ1aPLlFsK	en
0LilX8uubIxpMHiJ	en
0LlzN1YZfB5j7ZNS	en
0LuvHfNuofbzfAqX	INTRUMENTAL
0LwSoPupgcdqr4Iz	en
0LwV42TFtF5WQCJl	en
0LwxuBXTAocDysDB	INTRUMENTAL
0Lz0vgtmnO505hiU	ja
0M1lt4uBOQ8CL22m	en
0M2XLvJG7NTAL0U6	en
0M6hUCAfwiW9MAvh	en
0M6rQONIPVKkRx8u	en
0M6vFO8tOl4ZXeME	en
0MGCr0eDNruuLTyg	en
0MHinT7xVyogompy	pt
0MIOHtRyY6LRpleM	pt
0MJIjHAY8jFRjx4q	ko
0MKl6uDW2sZc6S29	en
0MLDQWdTsOZlzbYb	pl
0MMDu3QYnVUgnX2L	en
0MPG1YPEzBIOsEFR	en
0MWOdRTVAx0staZz	en
0MXDGjV7Qg5AEpGu	en
0MXnLUDyEuGvM0oB	INTRUMENTAL
0MbArcK7U7iTMFDn	es
0Mbg5y8qzJ470iUd	en
0McGmpyBAGIJ8iD8	pl
0McYHtOEAOIqLYmu	en
0MhSVMMC2sqqHQIa	en
0Ml449Hcana49LWI	INTRUMENTAL
0MlouT1rCMQlu1Ps	en
0MnallLFUgbX73Lm	en
0MoamEqbnVbXrm5u	en
0Mor85jHw12f1TIU	en
0MpdRaocvt0AD6Zw	en
0Ms5TgXO81hi7Jzd	en
0MsogDqbmJNTohet	en
0MtSLGbugaKRI32a	pt
0MuOm7zgObUfCJN1	en
0MxI54ZhUF8xzQqD	en
0MzAqbhAbERWhmna	fr
0N0VVPdTrXVWNYs7	en
0N3iB7HyFRN4wrlu	en
0N4x98BoVofoLZFu	INTRUMENTAL
0N5HaBTkWt5stsQa	pt
0N5qfYiLzJNq5EhL	pt
0N68k96bJLwy11V0	en
0N6xQfcwHgILkv03	INTRUMENTAL
0N7D4NCZTkRehee8	en
0N7zZFuKu5m1cAMq	en
0N8Pak6CWnBOdeF2	en
0N9cJ5RkELLVgPk3	en
0NGxYH6LZGZZX4VL	en
0NKBY6bgxWSXytJQ	en
0NQSly3jROnLCAEe	INTRUMENTAL
0NTv0wWYCzQNjE0m	pt
0NUbUl1VThkCSOHH	INTRUMENTAL
0NUdKblPvI6mJq8n	en
0NUoQsNHgenxJgMS	en
0NW1rAhW2oRRdOqC	INTRUMENTAL
0NYG1w8NYBBz47ie	en
0NYOybOH3K7w2I38	en
0NYdXybYzIsOwEBp	en
0NaOCGE2Lkzbils9	pt
0NcZrgd1dhAOQ9cc	ja
0Nf4VEOSVFUp6D6z	en
0Njj2aDOKbh1s4sQ	INTRUMENTAL
0NkeRlX2sedrRbXv	es
0NlLsUEZeTNagO3r	en
0NpAHemiRFsfLFvl	INTRUMENTAL
0NrPAUPYQCzLeTmZ	en
0NrlrPdfndyaKNaj	en
0NsPODb7CBzUL7oS	en
0NsyxmUZei5It4Cm	en
0NuBiykl8lzxVoO2	en
0NuxWDjIFYm0UEO6	en
0NzPuMCNVqmJzOhv	en
0O17o38iEPkl4FWD	en
0O2Gqrb8UsYZtahU	pt
0O7Adk3YlQQdsqFU	en
0O8EGSAZ5XSvbHyb	en
0O8xO2jjyH1Tdizt	INTRUMENTAL
0OCxNC46xuBiSJmQ	en
0ODvAnEaWNDIQ6If	en
0OEYaBcpIlnxBfiA	en
0OGJEgk99UbQXobz	en
0OHDqsT3DJtThIPc	en
0OMpywewTAdzJEKs	en
0OP4TAK0sktd372K	en
0OQHFqGOJKcQnOMk	INTRUMENTAL
0OQwtp7Nf2vcmIoZ	en
0ORX2bCMpR9I1YZd	en
0ORvy0luk8vfxnBj	en
0Oa7XRzcI5vyeoeJ	en
0OaHE7959m4rf2mK	en
0OcBqx7hX3KZMxFM	en
0OfkrZ6NLptKN6a8	en
0OmK9RvGBgr3psKL	en
0OtJDOaErH7yTmWJ	en
0OtKIR3jeROayehf	en
0Ou8tr0IesIVmzn4	en
0OuXKk7qlgvo6egK	ar
0OvBIbf2KJPPrA5K	INTRUMENTAL
0Oxt4eKwXarnlgr1	en
0P0ea0W8AXB8lmOS	en
0P12xjPVW5msxiBn	en
0P23V6Lh1tze6ALB	en
0P3UxHWza4AOFlGr	en
0P7FMi0IH8YC29jA	en
0PB1veE0u4f2dKUb	en
0PIaE9ToAPPUqjfl	en
0PKmDfw350jxBjZ4	INTRUMENTAL
0PLdz2RKGsXnnTDO	en
0PUlgI5adBJ6cFXK	en
0PXGSOYQmnPfsbrH	en
0PYwodI3eU4a6Mf6	en
0PbBzlx3pFAvg3A3	en
0PdyKBqNBHijJ5aE	INTRUMENTAL
0PhbsPySgFJyu7MT	en
0PiWS6xwD2W9lDMg	en
0PjomelmN09ZDXqV	en
0PkTZJZBbZDMVMEq	en
0Pkf7F7zS6AGc1PD	pt
0PmpqNaTqNzRV19t	en
0Pn0EYWzup45hJB5	en
0Pq5VChlPVivOg6s	en
0PrcxJ2HxhCJDyHR	en
0PtqGkPqxhum1HmV	en
